Ligand,RECRUITER_CODE,smiles_atom_index,smile_atom
1Y0,LR00597,8,C
1Y0,LR00597,9,C
1Y0,LR00597,10,C
1Y0,LR00597,11,C
1Y0,LR00597,12,C
1Y0,LR00597,13,C
1Y0,LR00597,14,C
1Y0,LR00597,15,O
1Y0,LR00597,16,N
1Y0,LR00597,17,C
1Y0,LR00597,18,C
1Y0,LR00597,19,C
1Y0,LR00597,20,C
1Y0,LR00597,21,C
1Y0,LR00597,22,C
1Y0,LR00597,23,N
1Y0,LR00597,24,C
1Y0,LR00597,25,C
1Y0,LR00597,26,C
1Y0,LR00597,27,O
1Y0,LR00597,28,N
1Y0,LR00597,29,C
1Y0,LR00597,30,C
1Y0,LR00597,31,C
1Y0,LR00597,32,O
1Y0,LR00597,33,C
1Y0,LR00597,34,C
1Y0,LR00597,35,C
1Y0,LR00597,36,C
1Y0,LR00597,37,C
1Y0,LR00597,38,C
1YH,LR00598,0,C
1YH,LR00598,1,N
1YH,LR00598,2,C
1YH,LR00598,3,C
1YH,LR00598,4,C
1YH,LR00598,5,O
1YH,LR00598,6,N
1YH,LR00598,7,C
1YH,LR00598,8,C
1YH,LR00598,9,C
1YH,LR00598,10,C
1YH,LR00598,11,C
1YH,LR00598,12,C
1YH,LR00598,13,C
1YH,LR00598,14,C
1YH,LR00598,15,O
1YH,LR00598,16,N
1YH,LR00598,17,C
1YH,LR00598,18,C
1YH,LR00598,19,C
1YH,LR00598,20,C
1YH,LR00598,21,C
1YH,LR00598,22,N
1YH,LR00598,23,C
1YH,LR00598,24,C
1YH,LR00598,25,C
1YH,LR00598,26,O
1YH,LR00598,27,N
1YH,LR00598,28,C
1YH,LR00598,29,C
1YH,LR00598,30,C
1YH,LR00598,31,O
1YH,LR00598,32,C
1YH,LR00598,33,C
1YH,LR00598,34,C
1YH,LR00598,35,C
1YH,LR00598,36,C
1YH,LR00598,37,C
20Q,LR00294,0,C
20Q,LR00294,1,C
20Q,LR00294,2,O
20Q,LR00294,3,N
20Q,LR00294,4,C
20Q,LR00294,5,C
20Q,LR00294,6,C
20Q,LR00294,7,C
20Q,LR00294,8,C
20Q,LR00294,9,C
20Q,LR00294,10,C
20Q,LR00294,11,C
20Q,LR00294,12,C
20Q,LR00294,13,C
20Q,LR00294,14,C
20Q,LR00294,15,Cl
20Q,LR00294,16,C
20Q,LR00294,17,C
20Q,LR00294,18,O
20Q,LR00294,19,N
20Q,LR00294,20,C
20Q,LR00294,21,C
20Q,LR00294,22,C
20Q,LR00294,23,Cl
20Q,LR00294,24,C
20Q,LR00294,25,C
20Q,LR00294,26,C
20Q,LR00294,27,C
20U,LR00295,0,C
20U,LR00295,1,C
20U,LR00295,2,C
20U,LR00295,3,C
20U,LR00295,4,C
20U,LR00295,5,C
20U,LR00295,6,N
20U,LR00295,7,C
20U,LR00295,8,C
20U,LR00295,9,O
20U,LR00295,10,N
20U,LR00295,11,C
20U,LR00295,12,C
20U,LR00295,13,C
20U,LR00295,14,C
20U,LR00295,15,C
20U,LR00295,16,N
20U,LR00295,17,O
20U,LR00295,18,C
20U,LR00295,19,C
20U,LR00295,20,C
20U,LR00295,21,C
20U,LR00295,22,C
20U,LR00295,23,C
20U,LR00295,24,C
20U,LR00295,25,C
20U,LR00295,26,Cl
20U,LR00295,27,C
20U,LR00295,28,F
20U,LR00295,29,C
20U,LR00295,30,C
20U,LR00295,31,O
20U,LR00295,32,N
20U,LR00295,33,C
20U,LR00295,34,C
20U,LR00295,35,C
20U,LR00295,36,Cl
20U,LR00295,37,C
20U,LR00295,38,C
20U,LR00295,39,C
20W,LR00296,0,C
20W,LR00296,1,O
20W,LR00296,2,C
20W,LR00296,3,C
20W,LR00296,4,C
20W,LR00296,5,C
20W,LR00296,6,N
20W,LR00296,7,O
20W,LR00296,8,C
20W,LR00296,9,C
20W,LR00296,10,C
20W,LR00296,11,N
20W,LR00296,12,C
20W,LR00296,13,O
20W,LR00296,14,C
20W,LR00296,15,N
20W,LR00296,16,C
20W,LR00296,17,C
20W,LR00296,18,C
20W,LR00296,19,C
20W,LR00296,20,C
20W,LR00296,21,C
20W,LR00296,22,C
20W,LR00296,23,C
20W,LR00296,24,O
20W,LR00296,25,N
20W,LR00296,26,C
20W,LR00296,27,C
20W,LR00296,28,C
20W,LR00296,29,Cl
20W,LR00296,30,S
20W,LR00296,31,C
20W,LR00296,32,C
20W,LR00296,33,C
20W,LR00296,34,C
20W,LR00296,35,C
20W,LR00296,36,C
20W,LR00296,37,C
20W,LR00296,38,Cl
20W,LR00296,39,C
20W,LR00296,40,F
28W,LR00298,0,C
28W,LR00298,1,C
28W,LR00298,2,C
28W,LR00298,3,C
28W,LR00298,4,C
28W,LR00298,5,N
28W,LR00298,6,C
28W,LR00298,7,C
28W,LR00298,8,C
28W,LR00298,9,C
28W,LR00298,10,C
28W,LR00298,11,C
28W,LR00298,12,Cl
28W,LR00298,13,C
28W,LR00298,14,C
28W,LR00298,15,N
28W,LR00298,16,C
28W,LR00298,17,C
28W,LR00298,18,O
28W,LR00298,19,N
28W,LR00298,20,O
28W,LR00298,21,C
28W,LR00298,22,O
28W,LR00298,23,N
28W,LR00298,24,C
28W,LR00298,25,C
28W,LR00298,26,C
28W,LR00298,27,C
28W,LR00298,28,C
28W,LR00298,29,C
28W,LR00298,30,C
28W,LR00298,31,C
28W,LR00298,32,O
28W,LR00298,33,N
28W,LR00298,34,O
28W,LR00299,0,C
28W,LR00299,1,C
28W,LR00299,2,C
28W,LR00299,3,C
28W,LR00299,4,C
28W,LR00299,5,N
28W,LR00299,6,C
28W,LR00299,7,C
28W,LR00299,8,C
28W,LR00299,9,C
28W,LR00299,10,C
28W,LR00299,11,C
28W,LR00299,12,Cl
28W,LR00299,13,C
28W,LR00299,14,C
28W,LR00299,15,N
28W,LR00299,16,C
28W,LR00299,17,C
28W,LR00299,18,O
28W,LR00299,19,N
28W,LR00299,20,O
28W,LR00299,21,C
28W,LR00299,22,O
28W,LR00299,23,N
28W,LR00299,24,C
28W,LR00299,25,C
28W,LR00299,26,C
28W,LR00299,27,C
28W,LR00299,28,C
28W,LR00299,29,C
28W,LR00299,30,C
28W,LR00299,31,C
28W,LR00299,32,O
28W,LR00299,33,N
28W,LR00299,34,O
2DX,LR00599,0,C
2DX,LR00599,1,C
2DX,LR00599,2,C
2DX,LR00599,3,N
2DX,LR00599,4,C
2DX,LR00599,5,C
2DX,LR00599,6,O
2DX,LR00599,7,N
2DX,LR00599,8,C
2DX,LR00599,9,C
2DX,LR00599,10,C
2DX,LR00599,11,C
2DX,LR00599,12,C
2DX,LR00599,13,C
2DX,LR00599,14,C
2DX,LR00599,15,C
2DX,LR00599,16,O
2DX,LR00599,17,N
2DX,LR00599,18,C
2DX,LR00599,19,C
2DX,LR00599,20,C
2DX,LR00599,21,C
2DX,LR00599,22,C
2DX,LR00599,23,N
2DX,LR00599,24,C
2DX,LR00599,25,C
2DX,LR00599,26,C
2DX,LR00599,27,O
2DX,LR00599,28,N
2DX,LR00599,29,C
2DX,LR00599,30,C
2DX,LR00599,31,C
2DX,LR00599,32,O
2DX,LR00599,33,C
2DX,LR00599,34,C
2DX,LR00599,35,C
2DX,LR00599,36,C
2DX,LR00599,37,C
2DX,LR00599,38,C
2DY,LR00600,0,C
2DY,LR00600,1,C
2DY,LR00600,2,C
2DY,LR00600,3,N
2DY,LR00600,4,C
2DY,LR00600,5,C
2DY,LR00600,6,O
2DY,LR00600,7,N
2DY,LR00600,8,C
2DY,LR00600,9,C
2DY,LR00600,10,C
2DY,LR00600,11,C
2DY,LR00600,12,C
2DY,LR00600,13,C
2DY,LR00600,14,C
2DY,LR00600,15,C
2DY,LR00600,16,O
2DY,LR00600,17,N
2DY,LR00600,18,C
2DY,LR00600,19,C
2DY,LR00600,20,C
2DY,LR00600,21,C
2DY,LR00600,22,C
2DY,LR00600,23,C
2DY,LR00600,24,C
2DY,LR00600,25,C
2DY,LR00600,26,C
2DY,LR00600,27,N
2DY,LR00600,28,C
2DY,LR00600,29,C
2DY,LR00600,30,C
2DY,LR00600,31,O
2DY,LR00600,32,N
2DY,LR00600,33,C
2DY,LR00600,34,C
2DY,LR00600,35,C
2DY,LR00600,36,O
2DY,LR00600,37,C
2DY,LR00600,38,C
2DY,LR00600,39,C
2DY,LR00600,40,C
2DY,LR00600,41,C
2DY,LR00600,42,C
2FS,LR00167,0,O
2FS,LR00167,1,C
2FS,LR00167,2,O
2FS,LR00167,3,C
2FS,LR00167,4,C
2FS,LR00167,5,C
2FS,LR00167,6,C
2FS,LR00167,7,C
2FS,LR00167,8,C
2FS,LR00167,9,C
2FS,LR00167,10,O
2FS,LR00167,11,N
2FS,LR00167,12,C
2FS,LR00167,13,C
2FS,LR00167,14,C
2FS,LR00167,15,C
2FS,LR00167,16,C
2FS,LR00167,17,C
2FS,LR00167,18,C
2FS,LR00167,19,C
2FS,LR00167,20,C
2FS,LR00167,21,C
2FS,LR00167,22,N
2FS,LR00167,23,C
2FS,LR00167,24,C
2FS,LR00167,25,C
2FS,LR00167,26,C
2FS,LR00167,27,C
2FS,LR00167,28,C
2FS,LR00167,29,C
2FS,LR00167,30,C
2FS,LR00167,31,O
2SW,LR00301,0,C
2SW,LR00301,1,C
2SW,LR00301,2,C
2SW,LR00301,3,C
2SW,LR00301,4,S
2SW,LR00301,5,O
2SW,LR00301,6,O
2SW,LR00301,7,C
2SW,LR00301,8,C
2SW,LR00301,9,C
2SW,LR00301,10,C
2SW,LR00301,11,N
2SW,LR00301,12,C
2SW,LR00301,13,O
2SW,LR00301,14,C
2SW,LR00301,15,C
2SW,LR00301,16,C
2SW,LR00301,17,C
2SW,LR00301,18,O
2SW,LR00301,19,O
2SW,LR00301,20,C
2SW,LR00301,21,C
2SW,LR00301,22,C
2SW,LR00301,23,C
2SW,LR00301,24,C
2SW,LR00301,25,C
2SW,LR00301,26,C
2SW,LR00301,27,Cl
2SW,LR00301,28,C
2SW,LR00301,29,C
2SW,LR00301,30,C
2SW,LR00301,31,C
2SW,LR00301,32,C
2SW,LR00301,33,C
2SW,LR00301,34,Cl
2SW,LR00301,35,C
2SW,LR00301,36,C
2TW,LR00302,0,C
2TW,LR00302,1,C
2TW,LR00302,2,C
2TW,LR00302,3,C
2TW,LR00302,4,S
2TW,LR00302,5,O
2TW,LR00302,6,O
2TW,LR00302,7,C
2TW,LR00302,8,C
2TW,LR00302,9,C
2TW,LR00302,10,C
2TW,LR00302,11,C
2TW,LR00302,12,N
2TW,LR00302,13,C
2TW,LR00302,14,O
2TW,LR00302,15,C
2TW,LR00302,16,C
2TW,LR00302,17,C
2TW,LR00302,18,O
2TW,LR00302,19,O
2TW,LR00302,20,O
2TW,LR00302,21,C
2TW,LR00302,22,C
2TW,LR00302,23,C
2TW,LR00302,24,C
2TW,LR00302,25,C
2TW,LR00302,26,C
2TW,LR00302,27,Cl
2TW,LR00302,28,C
2TW,LR00302,29,C
2TW,LR00302,30,C
2TW,LR00302,31,C
2TW,LR00302,32,C
2TW,LR00302,33,C
2TW,LR00302,34,Cl
2TW,LR00302,35,C
2TW,LR00302,36,C
2TZ,LR00303,0,C
2TZ,LR00303,1,C
2TZ,LR00303,2,C
2TZ,LR00303,3,C
2TZ,LR00303,4,S
2TZ,LR00303,5,O
2TZ,LR00303,6,O
2TZ,LR00303,7,C
2TZ,LR00303,8,C
2TZ,LR00303,9,C
2TZ,LR00303,10,C
2TZ,LR00303,11,N
2TZ,LR00303,12,C
2TZ,LR00303,13,O
2TZ,LR00303,14,C
2TZ,LR00303,15,C
2TZ,LR00303,16,C
2TZ,LR00303,17,O
2TZ,LR00303,18,O
2TZ,LR00303,19,O
2TZ,LR00303,20,C
2TZ,LR00303,21,C
2TZ,LR00303,22,C
2TZ,LR00303,23,C
2TZ,LR00303,24,C
2TZ,LR00303,25,C
2TZ,LR00303,26,Cl
2TZ,LR00303,27,C
2TZ,LR00303,28,C
2TZ,LR00303,29,C
2TZ,LR00303,30,C
2TZ,LR00303,31,C
2TZ,LR00303,32,C
2TZ,LR00303,33,Cl
2TZ,LR00303,34,C
2TZ,LR00303,35,C
2U0,LR00304,0,C
2U0,LR00304,1,C
2U0,LR00304,2,C
2U0,LR00304,3,C
2U0,LR00304,4,S
2U0,LR00304,5,O
2U0,LR00304,6,O
2U0,LR00304,7,C
2U0,LR00304,8,C
2U0,LR00304,9,C
2U0,LR00304,10,C
2U0,LR00304,11,C
2U0,LR00304,12,N
2U0,LR00304,13,C
2U0,LR00304,14,C
2U0,LR00304,15,C
2U0,LR00304,16,C
2U0,LR00304,17,C
2U0,LR00304,18,Cl
2U0,LR00304,19,C
2U0,LR00304,20,F
2U0,LR00304,21,C
2U0,LR00304,22,C
2U0,LR00304,23,C
2U0,LR00304,24,C
2U0,LR00304,25,C
2U0,LR00304,26,C
2U0,LR00304,27,C
2U0,LR00304,28,Cl
2U0,LR00304,29,C
2U0,LR00304,30,C
2U0,LR00304,31,C
2U0,LR00304,32,C
2U0,LR00304,33,C
2U0,LR00304,34,C
2U0,LR00304,35,N
2U0,LR00304,36,C
2U0,LR00304,37,C
2U0,LR00304,38,C
2U0,LR00304,39,C
2U0,LR00304,40,O
2U0,LR00304,41,O
2U0,LR00304,42,S
2U0,LR00304,43,C
2U0,LR00304,44,O
2U1,LR00305,0,C
2U1,LR00305,1,C
2U1,LR00305,2,C
2U1,LR00305,3,C
2U1,LR00305,4,S
2U1,LR00305,5,O
2U1,LR00305,6,O
2U1,LR00305,7,C
2U1,LR00305,8,C
2U1,LR00305,9,C
2U1,LR00305,10,C
2U1,LR00305,11,C
2U1,LR00305,12,N
2U1,LR00305,13,C
2U1,LR00305,14,O
2U1,LR00305,15,C
2U1,LR00305,16,C
2U1,LR00305,17,C
2U1,LR00305,18,C
2U1,LR00305,19,C
2U1,LR00305,20,C
2U1,LR00305,21,C
2U1,LR00305,22,C
2U1,LR00305,23,O
2U1,LR00305,24,O
2U1,LR00305,25,C
2U1,LR00305,26,N
2U1,LR00305,27,O
2U1,LR00305,28,C
2U1,LR00305,29,C
2U1,LR00305,30,C
2U1,LR00305,31,C
2U1,LR00305,32,C
2U1,LR00305,33,C
2U1,LR00305,34,Cl
2U1,LR00305,35,C
2U1,LR00305,36,C
2U1,LR00305,37,C
2U1,LR00305,38,C
2U1,LR00305,39,C
2U1,LR00305,40,C
2U1,LR00305,41,Cl
2U1,LR00305,42,C
2U1,LR00305,43,C
2U5,LR00306,0,C
2U5,LR00306,1,C
2U5,LR00306,2,C
2U5,LR00306,3,C
2U5,LR00306,4,S
2U5,LR00306,5,O
2U5,LR00306,6,O
2U5,LR00306,7,C
2U5,LR00306,8,C
2U5,LR00306,9,C
2U5,LR00306,10,C
2U5,LR00306,11,C
2U5,LR00306,12,N
2U5,LR00306,13,C
2U5,LR00306,14,O
2U5,LR00306,15,C
2U5,LR00306,16,C
2U5,LR00306,17,C
2U5,LR00306,18,C
2U5,LR00306,19,C
2U5,LR00306,20,C
2U5,LR00306,21,C
2U5,LR00306,22,C
2U5,LR00306,23,O
2U5,LR00306,24,O
2U5,LR00306,25,C
2U5,LR00306,26,N
2U5,LR00306,27,C
2U5,LR00306,28,C
2U5,LR00306,29,C
2U5,LR00306,30,C
2U5,LR00306,31,C
2U5,LR00306,32,C
2U5,LR00306,33,C
2U5,LR00306,34,Cl
2U5,LR00306,35,C
2U5,LR00306,36,C
2U5,LR00306,37,C
2U5,LR00306,38,C
2U5,LR00306,39,C
2U5,LR00306,40,C
2U5,LR00306,41,Cl
2U5,LR00306,42,C
2U5,LR00306,43,C
2U6,LR00307,0,C
2U6,LR00307,1,C
2U6,LR00307,2,C
2U6,LR00307,3,C
2U6,LR00307,4,S
2U6,LR00307,5,O
2U6,LR00307,6,O
2U6,LR00307,7,C
2U6,LR00307,8,C
2U6,LR00307,9,C
2U6,LR00307,10,C
2U6,LR00307,11,C
2U6,LR00307,12,N
2U6,LR00307,13,C
2U6,LR00307,14,O
2U6,LR00307,15,C
2U6,LR00307,16,C
2U6,LR00307,17,C
2U6,LR00307,18,C
2U6,LR00307,19,C
2U6,LR00307,20,C
2U6,LR00307,21,C
2U6,LR00307,22,C
2U6,LR00307,23,O
2U6,LR00307,24,O
2U6,LR00307,25,C
2U6,LR00307,26,N
2U6,LR00307,27,O
2U6,LR00307,28,C
2U6,LR00307,29,C
2U6,LR00307,30,C
2U6,LR00307,31,C
2U6,LR00307,32,C
2U6,LR00307,33,C
2U6,LR00307,34,Cl
2U6,LR00307,35,C
2U6,LR00307,36,C
2U6,LR00307,37,C
2U6,LR00307,38,C
2U6,LR00307,39,C
2U6,LR00307,40,C
2U6,LR00307,41,Cl
2U6,LR00307,42,C
2U6,LR00307,43,C
2U7,LR00308,0,C
2U7,LR00308,1,C
2U7,LR00308,2,C
2U7,LR00308,3,C
2U7,LR00308,4,S
2U7,LR00308,5,O
2U7,LR00308,6,O
2U7,LR00308,7,C
2U7,LR00308,8,C
2U7,LR00308,9,C
2U7,LR00308,10,C
2U7,LR00308,11,N
2U7,LR00308,12,C
2U7,LR00308,13,O
2U7,LR00308,14,C
2U7,LR00308,15,C
2U7,LR00308,16,C
2U7,LR00308,17,O
2U7,LR00308,18,O
2U7,LR00308,19,O
2U7,LR00308,20,C
2U7,LR00308,21,C
2U7,LR00308,22,C
2U7,LR00308,23,C
2U7,LR00308,24,C
2U7,LR00308,25,C
2U7,LR00308,26,Cl
2U7,LR00308,27,C
2U7,LR00308,28,C
2U7,LR00308,29,C
2U7,LR00308,30,C
2U7,LR00308,31,C
2U7,LR00308,32,C
2U7,LR00308,33,Cl
2U7,LR00308,34,C
2U7,LR00308,35,C
2V8,LR00309,0,C
2V8,LR00309,1,C
2V8,LR00309,2,C
2V8,LR00309,3,C
2V8,LR00309,4,C
2V8,LR00309,5,C
2V8,LR00309,6,C
2V8,LR00309,7,N
2V8,LR00309,8,C
2V8,LR00309,9,C
2V8,LR00309,10,O
2V8,LR00309,11,O
2V8,LR00309,12,C
2V8,LR00309,13,C
2V8,LR00309,14,C
2V8,LR00309,15,C
2V8,LR00309,16,C
2V8,LR00309,17,C
2V8,LR00309,18,Cl
2V8,LR00309,19,C
2V8,LR00309,20,N
2V8,LR00309,21,C
2V8,LR00309,22,C
2V8,LR00309,23,C
2V8,LR00309,24,Cl
2V8,LR00309,25,C
2V8,LR00309,26,C
2V8,LR00309,27,C
2V8,LR00309,28,C
2V8,LR00309,29,C
35S,LR00310,0,C
35S,LR00310,1,C
35S,LR00310,2,C
35S,LR00310,3,C
35S,LR00310,4,C
35S,LR00310,5,C
35S,LR00310,6,C
35S,LR00310,7,C
35S,LR00310,8,C
35S,LR00310,9,C
35S,LR00310,10,C
35S,LR00310,11,N
35S,LR00310,12,N
35S,LR00310,13,C
35S,LR00310,14,O
35S,LR00310,15,C
35S,LR00310,16,C
35S,LR00310,17,C
35S,LR00310,18,C
35S,LR00310,19,O
35S,LR00310,20,O
35S,LR00310,21,C
35S,LR00310,22,C
35S,LR00310,23,C
35S,LR00310,24,C
35S,LR00310,25,C
35S,LR00310,26,C
35S,LR00310,27,C
35S,LR00310,28,Cl
35S,LR00310,29,C
35S,LR00310,30,C
35S,LR00310,31,C
35S,LR00310,32,C
35S,LR00310,33,C
35S,LR00310,34,C
35S,LR00310,35,Cl
35S,LR00310,36,C
35S,LR00310,37,C
35T,LR00311,0,C
35T,LR00311,1,C
35T,LR00311,2,C
35T,LR00311,3,C
35T,LR00311,4,O
35T,LR00311,5,O
35T,LR00311,6,C
35T,LR00311,7,C
35T,LR00311,8,C
35T,LR00311,9,C
35T,LR00311,10,C
35T,LR00311,11,C
35T,LR00311,12,C
35T,LR00311,13,Cl
35T,LR00311,14,C
35T,LR00311,15,C
35T,LR00311,16,C
35T,LR00311,17,C
35T,LR00311,18,C
35T,LR00311,19,C
35T,LR00311,20,Cl
35T,LR00311,21,C
35T,LR00311,22,C
35T,LR00311,23,N
35T,LR00311,24,C
35T,LR00311,25,C
35T,LR00311,26,S
35T,LR00311,27,O
35T,LR00311,28,O
35T,LR00311,29,N
35T,LR00311,30,C
35T,LR00311,31,C
35T,LR00311,32,C
35T,LR00311,33,C
35T,LR00311,34,C
35T,LR00311,35,C
35T,LR00311,36,C
35T,LR00311,37,C
35T,LR00311,38,O
3JF,LR00509,0,C
3JF,LR00509,1,C
3JF,LR00509,2,N
3JF,LR00509,3,C
3JF,LR00509,4,S
3JF,LR00509,5,C
3JF,LR00509,6,C
3JF,LR00509,7,C
3JF,LR00509,8,C
3JF,LR00509,9,C
3JF,LR00509,10,C
3JF,LR00509,11,N
3JF,LR00509,12,C
3JF,LR00509,13,O
3JF,LR00509,14,C
3JF,LR00509,15,C
3JF,LR00509,16,C
3JF,LR00509,17,O
3JF,LR00509,18,C
3JF,LR00509,19,N
3JF,LR00509,20,C
3JF,LR00509,21,O
3JF,LR00509,22,C
3JF,LR00509,23,N
3JF,LR00509,24,C
3JF,LR00509,25,C
3JF,LR00509,26,O
3JF,LR00509,27,C
3JF,LR00509,28,C
3JF,LR00509,29,C
3JF,LR00509,30,C
3JF,LR00509,31,C
3JF,LR00509,32,C
3JF,LR00542,0,C
3JF,LR00542,1,C
3JF,LR00542,2,N
3JF,LR00542,3,C
3JF,LR00542,4,S
3JF,LR00542,5,C
3JF,LR00542,6,C
3JF,LR00542,7,C
3JF,LR00542,8,C
3JF,LR00542,9,C
3JF,LR00542,10,C
3JF,LR00542,11,N
3JF,LR00542,12,C
3JF,LR00542,13,O
3JF,LR00542,14,C
3JF,LR00542,15,C
3JF,LR00542,16,C
3JF,LR00542,17,O
3JF,LR00542,18,C
3JF,LR00542,19,N
3JF,LR00542,20,C
3JF,LR00542,21,O
3JF,LR00542,22,C
3JF,LR00542,23,N
3JF,LR00542,24,C
3JF,LR00542,25,C
3JF,LR00542,26,O
3JF,LR00542,27,C
3JF,LR00542,28,C
3JF,LR00542,29,C
3JF,LR00542,30,C
3JF,LR00542,31,C
3JF,LR00542,32,C
3JG,LR00504,0,C
3JG,LR00504,1,C
3JG,LR00504,2,C
3JG,LR00504,3,C
3JG,LR00504,4,C
3JG,LR00504,5,C
3JG,LR00504,6,O
3JG,LR00504,7,N
3JG,LR00504,8,C
3JG,LR00504,9,C
3JG,LR00504,10,O
3JG,LR00504,11,C
3JG,LR00504,12,C
3JG,LR00504,13,C
3JG,LR00504,14,O
3JG,LR00504,15,N
3JG,LR00504,16,C
3JG,LR00504,17,C
3JG,LR00504,18,C
3JG,LR00504,19,C
3JG,LR00504,20,C
3JG,LR00504,21,C
3JG,LR00504,22,C
3JG,LR00504,23,N
3JG,LR00504,24,C
3JG,LR00504,25,O
3JG,LR00504,26,C
3JG,LR00504,27,C
3JH,LR00511,0,C
3JH,LR00511,1,C
3JH,LR00511,2,C
3JH,LR00511,3,C
3JH,LR00511,4,C
3JH,LR00511,5,N
3JH,LR00511,6,C
3JH,LR00511,7,C
3JH,LR00511,8,O
3JH,LR00511,9,C
3JH,LR00511,10,O
3JH,LR00511,11,N
3JH,LR00511,12,C
3JH,LR00511,13,C
3JH,LR00511,14,O
3JH,LR00511,15,N
3JH,LR00511,16,C
3JH,LR00511,17,C
3JH,LR00511,18,O
3JH,LR00511,19,C
3JH,LR00511,20,C
3JH,LR00511,21,C
3JH,LR00511,22,O
3JH,LR00511,23,N
3JH,LR00511,24,C
3JH,LR00511,25,C
3JH,LR00511,26,C
3JH,LR00511,27,C
3JH,LR00511,28,C
3JH,LR00511,29,C
3JH,LR00511,30,S
3JH,LR00511,31,C
3JH,LR00511,32,N
3JH,LR00511,33,C
3JH,LR00511,34,C
3JH,LR00511,35,C
3JH,LR00511,36,C
3JH,LR00511,37,C
3JH,LR00511,38,C
3JH,LR00511,39,C
3JH,LR00511,40,C
3JJ,LR00513,0,C
3JJ,LR00513,1,C
3JJ,LR00513,2,O
3JJ,LR00513,3,N
3JJ,LR00513,4,C
3JJ,LR00513,5,C
3JJ,LR00513,6,O
3JJ,LR00513,7,N
3JJ,LR00513,8,C
3JJ,LR00513,9,C
3JJ,LR00513,10,O
3JJ,LR00513,11,N
3JJ,LR00513,12,C
3JJ,LR00513,13,C
3JJ,LR00513,14,O
3JJ,LR00513,15,C
3JJ,LR00513,16,C
3JJ,LR00513,17,C
3JJ,LR00513,18,O
3JJ,LR00513,19,N
3JJ,LR00513,20,C
3JJ,LR00513,21,C
3JJ,LR00513,22,C
3JJ,LR00513,23,C
3JJ,LR00513,24,C
3JJ,LR00513,25,C
3JJ,LR00513,26,S
3JJ,LR00513,27,C
3JJ,LR00513,28,N
3JJ,LR00513,29,C
3JJ,LR00513,30,C
3JJ,LR00513,31,C
3JJ,LR00513,32,C
3JJ,LR00513,33,C
3JJ,LR00513,34,C
3JJ,LR00513,35,C
3JJ,LR00513,36,C
3JJ,LR00513,37,C
3JJ,LR00513,38,C
3JJ,LR00513,39,C
3JJ,LR00513,40,C
3JK,LR00505,0,C
3JK,LR00505,1,C
3JK,LR00505,2,N
3JK,LR00505,3,C
3JK,LR00505,4,O
3JK,LR00505,5,C
3JK,LR00505,6,C
3JK,LR00505,7,C
3JK,LR00505,8,C
3JK,LR00505,9,C
3JK,LR00505,10,C
3JK,LR00505,11,N
3JK,LR00505,12,C
3JK,LR00505,13,O
3JK,LR00505,14,C
3JK,LR00505,15,C
3JK,LR00505,16,C
3JK,LR00505,17,O
3JK,LR00505,18,C
3JK,LR00505,19,N
3JK,LR00505,20,C
3JK,LR00505,21,O
3JK,LR00505,22,C
3JK,LR00505,23,C
3JK,LR00505,24,C
3JK,LR00505,25,C
3JK,LR00505,26,C
3JK,LR00505,27,C
3JK,LR00505,28,C
3JO,LR00512,0,C
3JO,LR00512,1,C
3JO,LR00512,2,O
3JO,LR00512,3,N
3JO,LR00512,4,C
3JO,LR00512,5,C
3JO,LR00512,6,C
3JO,LR00512,7,C
3JO,LR00512,8,C
3JO,LR00512,9,C
3JO,LR00512,10,C
3JO,LR00512,11,C
3JO,LR00512,12,C
3JO,LR00512,13,O
3JO,LR00512,14,N
3JO,LR00512,15,C
3JO,LR00512,16,C
3JO,LR00512,17,O
3JO,LR00512,18,N
3JO,LR00512,19,C
3JO,LR00512,20,C
3JO,LR00512,21,O
3JO,LR00512,22,C
3JO,LR00512,23,C
3JO,LR00512,24,C
3JO,LR00512,25,O
3JO,LR00512,26,N
3JO,LR00512,27,C
3JO,LR00512,28,C
3JO,LR00512,29,C
3JO,LR00512,30,C
3JO,LR00512,31,C
3JO,LR00512,32,C
3JO,LR00512,33,S
3JO,LR00512,34,C
3JO,LR00512,35,N
3JO,LR00512,36,C
3JO,LR00512,37,C
3JO,LR00512,38,C
3JO,LR00512,39,C
3JO,LR00512,40,C
3JO,LR00512,41,C
3JO,LR00512,42,C
3JO,LR00512,43,C
3JS,LR00510,0,C
3JS,LR00510,1,C
3JS,LR00510,2,N
3JS,LR00510,3,C
3JS,LR00510,4,S
3JS,LR00510,5,C
3JS,LR00510,6,C
3JS,LR00510,7,C
3JS,LR00510,8,C
3JS,LR00510,9,C
3JS,LR00510,10,C
3JS,LR00510,11,N
3JS,LR00510,12,C
3JS,LR00510,13,O
3JS,LR00510,14,C
3JS,LR00510,15,C
3JS,LR00510,16,C
3JS,LR00510,17,O
3JS,LR00510,18,C
3JS,LR00510,19,N
3JS,LR00510,20,C
3JS,LR00510,21,O
3JS,LR00510,22,C
3JS,LR00510,23,C
3JS,LR00510,24,C
3JS,LR00510,25,O
3JS,LR00510,26,C
3JS,LR00510,27,N
3JS,LR00510,28,C
3JS,LR00510,29,C
3JS,LR00510,30,O
3JS,LR00510,31,C
3JS,LR00510,32,C
3JT,LR00506,0,C
3JT,LR00506,1,C
3JT,LR00506,2,C
3JT,LR00506,3,C
3JT,LR00506,4,C
