RECRUITER_CODE,smiles_atom_index,smile_atom
LR00156,0,O
LR00156,1,C
LR00156,2,O
LR00156,3,C
LR00156,4,N
LR00156,5,C
LR00156,6,O
LR00156,7,C
LR00156,8,C
LR00156,9,C
LR00156,10,C
LR00156,11,C
LR00156,12,C
LR00156,13,C
LR00156,14,O
LR00157,0,O
LR00157,1,C
LR00157,2,O
LR00157,3,C
LR00157,4,N
LR00157,5,C
LR00157,6,O
LR00157,7,C
LR00157,8,C
LR00157,9,C
LR00157,10,C
LR00157,11,O
LR00157,12,O
LR00157,13,C
LR00157,14,C
LR00157,15,C
LR00157,16,C
LR00157,17,O
LR00158,0,O
LR00158,1,C
LR00158,2,O
LR00158,3,C
LR00158,4,O
LR00158,5,C
LR00158,6,C
LR00158,7,C
LR00158,8,C
LR00158,9,C
LR00158,10,C
LR00158,11,N
LR00158,12,C
LR00158,13,O
LR00158,14,N
LR00158,15,C
LR00158,16,N
LR00158,17,N
LR00158,18,C
LR00158,19,C
LR00158,20,C
LR00158,21,C
LR00158,22,C
LR00158,23,O
LR00158,24,O
LR00158,25,C
LR00159,0,O
LR00159,1,C
LR00159,2,O
LR00159,3,C
LR00159,4,O
LR00159,5,C
LR00159,6,C
LR00159,7,C
LR00159,8,C
LR00159,9,C
LR00159,10,C
LR00159,11,N
LR00159,12,C
LR00159,13,O
LR00159,14,N
LR00159,15,C
LR00159,16,N
LR00159,17,N
LR00159,18,C
LR00159,19,C
LR00159,20,C
LR00159,21,C
LR00159,22,C
LR00159,23,O
LR00159,24,O
LR00159,25,C
LR00160,0,C
LR00160,1,C
LR00160,2,C
LR00160,3,C
LR00160,4,C
LR00160,5,C
LR00160,6,C
LR00160,7,O
LR00160,8,O
LR00160,9,C
LR00160,10,C
LR00160,11,C
LR00160,12,C
LR00160,13,C
LR00160,14,C
LR00160,15,O
LR00160,16,C
LR00160,17,C
LR00160,18,C
LR00160,19,C
LR00160,20,C
LR00160,21,C
LR00160,22,C
LR00160,23,N
LR00160,24,C
LR00160,25,O
LR00160,26,C
LR00160,27,C
LR00160,28,C
LR00160,29,C
LR00160,30,C
LR00160,31,C
LR00160,32,C
LR00160,33,C
LR00160,34,C
LR00160,35,C
LR00161,0,O
LR00161,1,C
LR00161,2,O
LR00161,3,C
LR00161,4,C
LR00161,5,C
LR00161,6,C
LR00161,7,C
LR00161,8,C
LR00161,9,C
LR00161,10,O
LR00161,11,N
LR00161,12,C
LR00161,13,C
LR00161,14,C
LR00161,15,C
LR00161,16,C
LR00161,17,C
LR00161,18,C
LR00161,19,C
LR00161,20,C
LR00161,21,C
LR00161,22,N
LR00161,23,C
LR00161,24,O
LR00161,25,C
LR00161,26,C
LR00161,27,C
LR00161,28,C
LR00161,29,C
LR00161,30,C
LR00161,31,C
LR00161,32,O
LR00162,0,C
LR00162,1,C
LR00162,2,C
LR00162,3,C
LR00162,4,C
LR00162,5,S
LR00162,6,O
LR00162,7,O
LR00162,8,C
LR00162,9,C
LR00162,10,N
LR00162,11,C
LR00162,12,S
LR00162,13,C
LR00162,14,C
LR00162,15,O
LR00162,16,N
LR00162,17,C
LR00162,18,C
LR00162,19,C
LR00162,20,C
LR00162,21,C
LR00162,22,C
LR00162,23,C
LR00162,24,F
LR00162,25,F
LR00162,26,F
LR00162,27,N
LR00162,28,C
LR00162,29,O
LR00162,30,C
LR00162,31,C
LR00162,32,C
LR00163,0,C
LR00163,1,C
LR00163,2,C
LR00163,3,C
LR00163,4,C
LR00163,5,S
LR00163,6,O
LR00163,7,O
LR00163,8,C
LR00163,9,C
LR00163,10,N
LR00163,11,C
LR00163,12,S
LR00163,13,C
LR00163,14,C
LR00163,15,O
LR00163,16,N
LR00163,17,C
LR00163,18,C
LR00163,19,C
LR00163,20,C
LR00163,21,C
LR00163,22,C
LR00163,23,C
LR00163,24,F
LR00163,25,F
LR00163,26,F
LR00163,27,N
LR00163,28,C
LR00163,29,O
LR00163,30,C
LR00163,31,C
LR00163,32,C
LR00164,0,C
LR00164,1,O
LR00164,2,C
LR00164,3,C
LR00164,4,C
LR00164,5,C
LR00164,6,S
LR00164,7,O
LR00164,8,O
LR00164,9,N
LR00164,10,C
LR00164,11,C
LR00164,12,C
LR00164,13,C
LR00164,14,N
LR00164,15,S
LR00164,16,O
LR00164,17,O
LR00164,18,C
LR00164,19,C
LR00164,20,C
LR00164,21,C
LR00164,22,O
LR00164,23,C
LR00164,24,C
LR00164,25,C
LR00164,26,C
LR00164,27,C
LR00164,28,C
LR00164,29,C
LR00164,30,C
LR00164,31,C
LR00164,32,C
LR00164,33,C
LR00165,0,O
LR00165,1,C
LR00165,2,C
LR00165,3,C
LR00165,4,C
LR00165,5,C
LR00165,6,C
LR00165,7,C
LR00165,8,C
LR00165,9,O
LR00165,10,N
LR00165,11,C
LR00165,12,C
LR00165,13,C
LR00165,14,C
LR00165,15,C
LR00165,16,C
LR00165,17,C
LR00165,18,C
LR00165,19,C
LR00165,20,C
LR00165,21,N
LR00165,22,C
LR00165,23,O
LR00165,24,C
LR00165,25,C
LR00165,26,C
LR00165,27,C
LR00165,28,C
LR00165,29,C
LR00165,30,C
LR00165,31,N
LR00165,32,N
LR00165,33,N
LR00165,34,N
LR00166,0,C
LR00166,1,C
LR00166,2,C
LR00166,3,C
LR00166,4,C
LR00166,5,C
LR00166,6,C
LR00166,7,C
LR00166,8,C
LR00166,9,N
LR00166,10,C
LR00166,11,O
LR00166,12,C
LR00166,13,C
LR00166,14,C
LR00166,15,C
LR00166,16,C
LR00166,17,C
LR00166,18,C
LR00166,19,O
LR00166,20,O
LR00166,21,C
LR00166,22,C
LR00166,23,N
LR00166,24,C
LR00166,25,C
LR00166,26,C
LR00166,27,C
LR00166,28,C
LR00166,29,C
LR00166,30,C
LR00166,31,C
LR00166,32,O
LR00167,0,O
LR00167,1,C
LR00167,2,O
LR00167,3,C
LR00167,4,C
LR00167,5,C
LR00167,6,C
LR00167,7,C
LR00167,8,C
LR00167,9,C
LR00167,10,O
LR00167,11,N
LR00167,12,C
LR00167,13,C
LR00167,14,C
LR00167,15,C
LR00167,16,C
LR00167,17,C
LR00167,18,C
LR00167,19,C
LR00167,20,C
LR00167,21,C
LR00167,22,N
LR00167,23,C
LR00167,24,C
LR00167,25,C
LR00167,26,C
LR00167,27,C
LR00167,28,C
LR00167,29,C
LR00167,30,C
LR00167,31,O
LR00168,0,C
LR00168,1,O
LR00168,2,C
LR00168,3,C
LR00168,4,C
LR00168,5,C
LR00168,6,S
LR00168,7,O
LR00168,8,O
LR00168,9,N
LR00168,10,C
LR00168,11,C
LR00168,12,N
LR00168,13,O
LR00168,14,C
LR00168,15,C
LR00168,16,C
LR00168,17,C
LR00168,18,N
LR00168,19,C
LR00168,20,C
LR00168,21,N
LR00168,22,O
LR00168,23,S
LR00168,24,O
LR00168,25,O
LR00168,26,C
LR00168,27,C
LR00168,28,C
LR00168,29,C
LR00168,30,O
LR00168,31,C
LR00168,32,C
LR00168,33,C
LR00168,34,C
LR00168,35,C
LR00168,36,C
LR00168,37,C
LR00168,38,C
LR00168,39,C
LR00168,40,C
LR00168,41,C
LR00169,0,C
LR00169,1,C
LR00169,2,O
LR00169,3,C
LR00169,4,C
LR00169,5,C
LR00169,6,C
LR00169,7,S
LR00169,8,O
LR00169,9,O
LR00169,10,N
LR00169,11,C
LR00169,12,C
LR00169,13,C
LR00169,14,C
LR00169,15,C
LR00169,16,O
LR00169,17,C
LR00169,18,C
LR00169,19,N
LR00169,20,S
LR00169,21,O
LR00169,22,O
LR00169,23,C
LR00169,24,C
LR00169,25,C
LR00169,26,C
LR00169,27,O
LR00169,28,C
LR00169,29,C
LR00169,30,C
LR00169,31,C
LR00169,32,C
LR00169,33,C
LR00169,34,C
LR00169,35,C
LR00169,36,C
LR00169,37,C
LR00169,38,C
LR00169,39,C
LR00170,0,C
LR00170,1,C
LR00170,2,C
LR00170,3,C
LR00170,4,C
LR00170,5,C
LR00170,6,C
LR00170,7,C
LR00170,8,S
LR00170,9,O
LR00170,10,O
LR00170,11,N
LR00170,12,C
LR00170,13,C
LR00170,14,C
LR00170,15,C
LR00170,16,N
LR00170,17,C
LR00170,18,C
LR00170,19,C
LR00170,20,C
LR00170,21,O
LR00170,22,O
LR00170,23,C
LR00170,24,C
LR00170,25,C
LR00170,26,C
LR00170,27,C
LR00170,28,C
LR00170,29,C
LR00170,30,C
LR00170,31,C
LR00171,0,C
LR00171,1,O
LR00171,2,C
LR00171,3,N
LR00171,4,C
LR00171,5,C
LR00171,6,N
LR00171,7,C
LR00171,8,C
LR00171,9,C
LR00171,10,C
LR00171,11,C
LR00171,12,C
LR00171,13,C
LR00171,14,C
LR00171,15,O
LR00171,16,C
LR00171,17,C
LR00171,18,N
LR00171,19,C
LR00171,20,C
LR00171,21,C
LR00172,0,C
LR00172,1,C
LR00172,2,C
LR00172,3,O
LR00172,4,C
LR00172,5,C
LR00172,6,N
LR00172,7,C
LR00172,8,C
LR00172,9,C
LR00172,10,C
LR00172,11,N
LR00172,12,N
LR00172,13,C
LR00172,14,C
LR00172,15,C
LR00172,16,C
LR00172,17,C
LR00172,18,C
LR00172,19,N
LR00172,20,C
LR00172,21,C
LR00172,22,C
LR00172,23,C
LR00172,24,C
LR00173,0,O
LR00173,1,C
LR00173,2,O
LR00173,3,C
LR00173,4,C
LR00173,5,C
LR00173,6,C
LR00173,7,C
LR00173,8,C
LR00173,9,Cl
LR00173,10,C
LR00173,11,C
LR00174,0,C
LR00174,1,N
LR00174,2,N
LR00174,3,N
LR00174,4,C
LR00174,5,C
LR00174,6,C
LR00174,7,C
LR00174,8,C
LR00174,9,C
LR00174,10,O
LR00174,11,O
LR00174,12,C
LR00174,13,C
LR00174,14,C
LR00174,15,C
LR00174,16,Cl
LR00174,17,C
LR00174,18,C
LR00174,19,C
LR00174,20,C
LR00174,21,C
LR00175,0,C
LR00175,1,N
LR00175,2,N
LR00175,3,N
LR00175,4,C
LR00175,5,C
LR00175,6,C
LR00175,7,C
LR00175,8,C
LR00175,9,C
LR00175,10,O
LR00175,11,O
LR00175,12,C
LR00175,13,C
LR00175,14,C
LR00175,15,C
LR00175,16,Cl
LR00175,17,C
LR00175,18,C
LR00175,19,N
LR00175,20,C
LR00175,21,S
LR00175,22,C
LR00175,23,O
LR00175,24,O
LR00175,25,C
LR00175,26,C
LR00175,27,C
LR00175,28,C
LR00176,0,C
LR00176,1,N
LR00176,2,N
LR00176,3,N
LR00176,4,C
LR00176,5,C
LR00176,6,C
LR00176,7,C
LR00176,8,C
LR00176,9,C
LR00176,10,O
LR00176,11,O
LR00176,12,C
LR00176,13,C
LR00176,14,C
LR00176,15,C
LR00176,16,Cl
LR00176,17,C
LR00176,18,C
LR00176,19,N
LR00176,20,C
LR00176,21,S
LR00176,22,O
LR00176,23,O
LR00176,24,C
LR00176,25,C
LR00176,26,C
LR00176,27,C
LR00176,28,C
LR00176,29,C
LR00176,30,C
LR00176,31,C
LR00176,32,C
LR00176,33,C
LR00177,0,C
LR00177,1,O
LR00177,2,C
LR00177,3,C
LR00177,4,C
LR00177,5,C
LR00177,6,C
LR00177,7,C
LR00177,8,O
LR00177,9,O
LR00177,10,C
LR00177,11,C
LR00177,12,C
LR00177,13,C
LR00177,14,C
LR00177,15,C
LR00177,16,C
LR00177,17,N
LR00177,18,C
LR00177,19,C
LR00177,20,C
LR00177,21,O
LR00177,22,C
LR00177,23,C
LR00177,24,C
LR00177,25,C
LR00177,26,C
LR00177,27,C
LR00177,28,S
LR00177,29,O
LR00177,30,O
LR00177,31,C
LR00177,32,C
LR00177,33,C
LR00177,34,N
LR00177,35,N
LR00177,36,N
LR00177,37,C
LR00177,38,C
LR00178,0,C
LR00178,1,C
LR00178,2,C
LR00178,3,C
LR00178,4,O
LR00178,5,C
LR00178,6,C
LR00178,7,N
LR00178,8,C
LR00178,9,C
LR00178,10,O
LR00178,11,O
LR00179,0,N
LR00179,1,S
LR00179,2,O
LR00179,3,O
LR00179,4,C
LR00179,5,C
LR00179,6,C
LR00179,7,C
LR00179,8,C
LR00179,9,C
LR00180,0,C
LR00180,1,C
LR00180,2,O
LR00180,3,O
LR00180,4,C
LR00180,5,C
LR00180,6,C
LR00180,7,O
LR00180,8,C
LR00180,9,C
LR00180,10,C
LR00180,11,C
LR00180,12,C
LR00180,13,C
LR00180,14,C
LR00180,15,O
LR00180,16,C
LR00180,17,O
LR00180,18,C
LR00180,19,C
LR00180,20,C
LR00180,21,C
LR00180,22,O
LR00180,23,C
LR00180,24,C
LR00180,25,O
LR00181,0,C
LR00181,1,C
LR00181,2,O
LR00181,3,N
LR00181,4,C
LR00181,5,C
LR00181,6,C
LR00181,7,C
LR00181,8,C
LR00181,9,C
LR00181,10,C
LR00181,11,N
LR00181,12,O
LR00181,13,C
LR00181,14,C
LR00182,0,C
LR00182,1,O
LR00182,2,C
LR00182,3,C
LR00182,4,C
LR00182,5,C
LR00182,6,S
LR00182,7,O
LR00182,8,O
LR00182,9,N
LR00182,10,C
LR00182,11,C
LR00182,12,O
LR00182,13,O
LR00182,14,C
LR00182,15,C
LR00182,16,C
LR00182,17,C
LR00182,18,N
LR00182,19,C
LR00182,20,C
LR00182,21,O
LR00182,22,O
LR00182,23,S
LR00182,24,O
LR00182,25,O
LR00182,26,C
LR00182,27,C
LR00182,28,C
LR00182,29,C
LR00182,30,O
LR00182,31,C
LR00182,32,C
LR00182,33,C
LR00182,34,C
LR00182,35,O
LR00182,36,C
LR00182,37,C
LR00182,38,C
LR00182,39,C
LR00182,40,C
LR00182,41,C
LR00182,42,C
LR00182,43,C
LR00182,44,C
LR00182,45,C
LR00183,0,O
LR00183,1,C
LR00183,2,O
LR00183,3,C
LR00183,4,C
LR00183,5,C
LR00183,6,C
LR00183,7,C
LR00183,8,C
LR00183,9,Cl
LR00183,10,C
LR00183,11,C
LR00183,12,C
LR00183,13,C
LR00183,14,C
LR00183,15,N
LR00183,16,C
LR00183,17,O
LR00183,18,C
LR00184,0,C
LR00184,1,N
LR00184,2,N
LR00184,3,N
LR00184,4,C
LR00184,5,C
LR00184,6,C
LR00184,7,C
LR00184,8,C
LR00184,9,C
LR00184,10,O
LR00184,11,O
LR00184,12,C
LR00184,13,C
LR00184,14,C
LR00184,15,C
LR00184,16,Cl
LR00184,17,C
LR00184,18,C
LR00184,19,C
LR00184,20,C
LR00184,21,C
LR00185,0,C
LR00185,1,N
LR00185,2,N
LR00185,3,N
LR00185,4,C
LR00185,5,C
LR00185,6,C
LR00185,7,C
LR00185,8,C
LR00185,9,C
LR00185,10,O
LR00185,11,O
LR00185,12,C
LR00185,13,C
LR00185,14,C
LR00185,15,C
LR00185,16,Cl
LR00185,17,C
LR00185,18,C
LR00185,19,C
LR00185,20,C
LR00185,21,C
LR00186,0,C
LR00186,1,C
LR00186,2,C
LR00186,3,C
LR00186,4,C
LR00186,5,C
LR00186,6,C
LR00186,7,O
LR00186,8,O
LR00186,9,C
LR00186,10,C
LR00186,11,C
LR00186,12,C
LR00186,13,C
LR00186,14,C
LR00186,15,N
LR00186,16,N
LR00186,17,N
LR00186,18,C
LR00186,19,C
LR00186,20,C
LR00186,21,C
LR00186,22,Cl
LR00187,0,C
LR00187,1,O
LR00187,2,C
LR00187,3,C
LR00187,4,C
LR00187,5,C
LR00187,6,C
LR00187,7,C
LR00187,8,O
LR00187,9,O
LR00187,10,C
LR00187,11,C
LR00187,12,C
LR00187,13,C
LR00187,14,C
LR00187,15,C
LR00187,16,C
LR00187,17,N
LR00187,18,C
LR00187,19,S
LR00187,20,O
LR00187,21,O
LR00187,22,C
LR00187,23,C
LR00187,24,C
LR00187,25,C
LR00187,26,C
LR00187,27,C
LR00187,28,C
LR00187,29,C
LR00187,30,C
LR00187,31,N
LR00187,32,N
LR00187,33,N
LR00187,34,C
LR00187,35,C
LR00188,0,C
LR00188,1,O
LR00188,2,C
LR00188,3,C
LR00188,4,C
LR00188,5,C
LR00188,6,C
LR00188,7,C
LR00188,8,O
LR00188,9,O
LR00188,10,C
LR00188,11,C
LR00188,12,C
LR00188,13,C
LR00188,14,C
LR00188,15,C
LR00188,16,C
LR00188,17,N
LR00188,18,C
LR00188,19,C
LR00188,20,O
LR00188,21,C
LR00188,22,C
LR00188,23,C
LR00188,24,C
LR00188,25,C
LR00188,26,C
LR00188,27,S
LR00188,28,O
LR00188,29,O
LR00188,30,C
LR00188,31,C
LR00188,32,C
LR00188,33,N
LR00188,34,N
LR00188,35,N
LR00188,36,C
LR00188,37,C
LR00189,0,O
LR00189,1,C
LR00189,2,C
LR00189,3,O
LR00189,4,C
LR00189,5,C
LR00189,6,C
LR00189,7,C
LR00189,8,C
LR00189,9,C
LR00189,10,C
LR00189,11,C
LR00189,12,N
LR00189,13,C
LR00189,14,O
LR00189,15,C
LR00189,16,C
LR00189,17,C
LR00189,18,C
LR00189,19,C
LR00189,20,C
LR00189,21,C
LR00189,22,O
LR00189,23,O
LR00189,24,C
LR00189,25,C
LR00189,26,N
LR00189,27,C
LR00189,28,O
LR00189,29,C
LR00189,30,C
LR00189,31,C
LR00189,32,C
LR00189,33,C
LR00189,34,C
LR00189,35,C
LR00189,36,O
LR00190,0,N
LR00190,1,C
LR00190,2,O
LR00190,3,C
LR00190,4,C
LR00190,5,C
LR00190,6,C
LR00190,7,C
LR00190,8,O
LR00190,9,N
LR00190,10,C
LR00190,11,C
LR00190,12,C
LR00190,13,C
LR00190,14,O
LR00190,15,C
LR00190,16,C
LR00190,17,O
LR00190,18,C
LR00190,19,C
LR00190,20,C
LR00190,21,C
LR00190,22,C
LR00190,23,C
LR00190,24,N
LR00190,25,C
LR00190,26,O
LR00190,27,C
LR00190,28,C
LR00190,29,C
LR00190,30,C
LR00190,31,C
LR00190,32,C
LR00190,33,C
LR00190,34,O
LR00191,0,C
LR00191,1,C
LR00191,2,N
LR00191,3,N
LR00191,4,N
LR00191,5,C
LR00191,6,C
LR00191,7,C
LR00191,8,C
LR00191,9,C
LR00191,10,C
LR00191,11,C
LR00191,12,O
LR00191,13,O
LR00191,14,C
LR00191,15,C
LR00191,16,C
LR00191,17,C
LR00191,18,C
LR00191,19,C
LR00191,20,C
LR00191,21,N
LR00191,22,C
LR00191,23,O
LR00191,24,C
LR00191,25,C
LR00191,26,C
LR00191,27,C
LR00191,28,C
LR00191,29,C
LR00191,30,C
LR00191,31,C
LR00191,32,C
LR00191,33,C
LR00191,34,C
LR00191,35,C
LR00192,0,C
LR00192,1,C
LR00192,2,N
LR00192,3,N
LR00192,4,N
LR00192,5,C
LR00192,6,C
LR00192,7,C
LR00192,8,C
LR00192,9,C
LR00192,10,C
LR00192,11,C
LR00192,12,O
LR00192,13,O
LR00192,14,C
LR00192,15,C
LR00192,16,C
LR00192,17,C
LR00192,18,C
LR00192,19,C
LR00192,20,C
LR00192,21,N
LR00192,22,C
LR00192,23,O
LR00192,24,C
LR00192,25,C
LR00192,26,C
LR00192,27,C
LR00192,28,C
LR00192,29,C
LR00192,30,C
LR00192,31,C
LR00192,32,C
LR00192,33,C
LR00192,34,C
LR00192,35,C
LR00193,0,C
LR00193,1,C
LR00193,2,N
LR00193,3,N
LR00193,4,N
LR00193,5,C
LR00193,6,C
LR00193,7,C
LR00193,8,C
LR00193,9,C
LR00193,10,C
LR00193,11,C
LR00193,12,O
LR00193,13,O
LR00193,14,C
LR00193,15,C
LR00193,16,C
LR00193,17,C
LR00193,18,C
LR00193,19,C
LR00193,20,N
LR00193,21,C
LR00193,22,O
LR00193,23,C
LR00193,24,C
LR00193,25,C
LR00193,26,C
LR00193,27,C
LR00193,28,C
LR00193,29,C
LR00193,30,C
LR00193,31,C
LR00193,32,C
LR00193,33,C
LR00193,34,C
LR00194,0,C
LR00194,1,O
LR00194,2,C
LR00194,3,C
LR00194,4,C
LR00194,5,C
LR00194,6,S
LR00194,7,O
LR00194,8,O
LR00194,9,N
LR00194,10,C
LR00194,11,C
LR00194,12,O
LR00194,13,O
LR00194,14,C
LR00194,15,N
LR00194,16,C
LR00194,17,C
LR00194,18,N
LR00194,19,C
LR00194,20,C
LR00194,21,F
LR00194,22,F
LR00194,23,F
LR00194,24,S
LR00194,25,O
LR00194,26,O
LR00194,27,C
LR00194,28,C
LR00194,29,C
LR00194,30,C
LR00194,31,O
LR00194,32,C
LR00194,33,C
LR00194,34,C
LR00194,35,C
LR00194,36,C
LR00194,37,C
LR00194,38,C
LR00194,39,C
LR00194,40,C
LR00194,41,C
LR00194,42,C
LR00195,0,C
LR00195,1,O
LR00195,2,C
LR00195,3,C
LR00195,4,C
LR00195,5,C
LR00195,6,S
LR00195,7,O
LR00195,8,O
LR00195,9,N
LR00195,10,C
LR00195,11,C
LR00195,12,C
LR00195,13,C
LR00195,14,N
LR00195,15,C
LR00195,16,C
LR00195,17,O
LR00195,18,O
LR00195,19,S
LR00195,20,O
LR00195,21,O
LR00195,22,C
LR00195,23,C
LR00195,24,C
LR00195,25,C
LR00195,26,O
LR00195,27,C
LR00195,28,C
LR00195,29,C
LR00195,30,C
LR00195,31,C
LR00195,32,C
LR00195,33,C
LR00195,34,C
LR00195,35,C
LR00195,36,C
LR00195,37,C
LR00196,0,C
LR00196,1,C
LR00196,2,O
LR00196,3,N
LR00196,4,C
LR00196,5,C
LR00196,6,C
LR00196,7,C
LR00196,8,C
LR00196,9,O
LR00196,10,N
LR00196,11,C
LR00196,12,C
LR00196,13,O
LR00196,14,C
LR00196,15,O
LR00196,16,C
LR00196,17,C
LR00196,18,C
LR00196,19,C
LR00196,20,C
LR00196,21,C
LR00196,22,C
LR00196,23,S
LR00196,24,C
LR00196,25,C
LR00196,26,C
LR00196,27,O
LR00196,28,N
LR00196,29,C
LR00196,30,C
LR00196,31,N
LR00196,32,C
LR00196,33,O
LR00197,0,O
LR00197,1,C
LR00197,2,O
LR00197,3,C
LR00197,4,C
LR00197,5,N
LR00197,6,N
LR00197,7,C
LR00197,8,C
LR00197,9,C
LR00197,10,C
LR00197,11,C
LR00197,12,C
LR00197,13,C
LR00197,14,C
LR00197,15,C
LR00197,16,C
LR00198,0,O
LR00198,1,C
LR00198,2,O
LR00198,3,C
LR00198,4,C
LR00198,5,N
LR00198,6,N
LR00198,7,C
LR00198,8,C
LR00198,9,C
LR00198,10,C
LR00198,11,C
LR00198,12,N
LR00198,13,S
LR00198,14,O
LR00198,15,O
LR00198,16,C
LR00198,17,C
LR00198,18,C
LR00198,19,C
LR00198,20,C
LR00198,21,C
LR00198,22,C
LR00198,23,C
LR00198,24,C
LR00198,25,C
LR00198,26,C
LR00199,0,C
LR00199,1,C
LR00199,2,C
LR00199,3,C
LR00199,4,C
LR00199,5,C
LR00199,6,C
LR00199,7,C
LR00199,8,N
LR00199,9,C
LR00199,10,O
LR00199,11,C
LR00199,12,C
LR00199,13,C
LR00199,14,C
LR00199,15,C
LR00199,16,C
LR00199,17,C
LR00199,18,C
LR00199,19,C
LR00199,20,C
LR00199,21,N
LR00199,22,N
LR00199,23,C
LR00199,24,C
LR00199,25,C
LR00199,26,O
LR00199,27,O
LR00199,28,C
LR00199,29,C
LR00199,30,C
LR00199,31,C
LR00199,32,C
LR00199,33,C
LR00200,0,C
LR00200,1,C
LR00200,2,C
LR00200,3,C
LR00200,4,C
LR00200,5,C
LR00200,6,C
LR00200,7,C
LR00200,8,S
LR00200,9,O
LR00200,10,O
LR00200,11,N
LR00200,12,C
LR00200,13,C
LR00200,14,C
LR00200,15,C
LR00200,16,C
LR00200,17,N
LR00200,18,N
LR00200,19,C
LR00200,20,C
LR00200,21,C
LR00200,22,O
LR00200,23,O
LR00200,24,C
LR00200,25,C
LR00200,26,C
LR00200,27,C
LR00200,28,C
LR00200,29,C
LR00200,30,C
LR00201,0,O
LR00201,1,C
LR00201,2,O
LR00201,3,C
LR00201,4,N
LR00201,5,C
LR00201,6,C
LR00201,7,C
LR00201,8,C
LR00201,9,C
LR00201,10,N
LR00201,11,N
LR00201,12,C
LR00201,13,C
LR00201,14,C
LR00201,15,O
LR00201,16,O
LR00201,17,C
LR00201,18,C
LR00201,19,C
LR00201,20,C
LR00201,21,C
LR00201,22,S
LR00201,23,O
LR00201,24,O
LR00201,25,C
LR00201,26,C
LR00201,27,C
LR00201,28,C
LR00201,29,C
LR00201,30,C
LR00202,0,C
LR00202,1,C
LR00202,2,C
LR00202,3,C
LR00202,4,C
LR00202,5,C
LR00202,6,C
LR00202,7,S
LR00202,8,O
LR00202,9,O
LR00202,10,N
LR00202,11,C
LR00202,12,C
LR00202,13,C
LR00202,14,C
LR00202,15,C
LR00202,16,N
LR00202,17,N
LR00202,18,C
LR00202,19,C
LR00202,20,C
LR00202,21,O
LR00202,22,O
LR00202,23,C
LR00202,24,C
LR00202,25,C
LR00202,26,C
LR00202,27,C
LR00202,28,C
LR00202,29,C
LR00203,0,O
LR00203,1,S
LR00203,2,O
LR00203,3,N
LR00203,4,C
LR00203,5,C
LR00203,6,C
LR00203,7,C
LR00203,8,C
LR00203,9,N
LR00203,10,N
LR00203,11,C
LR00203,12,C
LR00203,13,C
LR00203,14,N
LR00203,15,N
LR00203,16,N
LR00203,17,N
LR00203,18,C
LR00203,19,C
LR00203,20,C
LR00203,21,C
LR00203,22,C
LR00203,23,C
LR00203,24,C
LR00203,25,C
LR00203,26,C
LR00203,27,C
LR00203,28,C
LR00204,0,C
LR00204,1,C
LR00204,2,C
LR00204,3,C
LR00204,4,C
LR00204,5,C
LR00204,6,C
LR00204,7,C
LR00204,8,S
LR00204,9,O
LR00204,10,O
LR00204,11,N
LR00204,12,C
LR00204,13,C
LR00204,14,O
LR00204,15,O
LR00204,16,C
LR00204,17,C
LR00204,18,C
LR00204,19,C
LR00204,20,C
LR00204,21,N
LR00204,22,N
LR00204,23,C
LR00204,24,C
LR00204,25,C
LR00204,26,O
LR00204,27,O
LR00204,28,C
LR00204,29,C
LR00204,30,C
LR00204,31,C
LR00204,32,C
LR00204,33,C
LR00204,34,C
LR00205,0,C
LR00205,1,C
LR00205,2,C
LR00205,3,C
LR00205,4,C
LR00205,5,C
LR00205,6,C
LR00205,7,C
LR00205,8,S
LR00205,9,O
LR00205,10,O
LR00205,11,N
LR00205,12,C
LR00205,13,C
LR00205,14,O
LR00205,15,O
LR00205,16,C
LR00205,17,C
LR00205,18,C
LR00205,19,C
LR00205,20,C
LR00205,21,N
LR00205,22,N
LR00205,23,C
LR00205,24,C
LR00205,25,C
LR00205,26,O
LR00205,27,O
LR00205,28,C
LR00205,29,C
LR00205,30,C
LR00205,31,C
LR00205,32,C
LR00205,33,C
LR00205,34,C
LR00206,0,O
LR00206,1,C
LR00206,2,O
LR00206,3,C
LR00206,4,N
LR00206,5,C
LR00206,6,C
LR00206,7,C
LR00206,8,C
LR00206,9,C
LR00206,10,N
LR00206,11,N
LR00206,12,C
LR00206,13,C
LR00206,14,C
LR00206,15,O
LR00206,16,O
LR00206,17,C
LR00206,18,C
LR00206,19,C
LR00206,20,C
LR00206,21,C
LR00206,22,C
LR00206,23,C
LR00206,24,C
LR00206,25,C
LR00206,26,C
LR00206,27,C
LR00206,28,S
LR00206,29,O
LR00206,30,O
LR00206,31,C
LR00206,32,C
LR00206,33,C
LR00206,34,C
LR00206,35,C
LR00206,36,C
LR00207,0,C
LR00207,1,O
LR00207,2,C
LR00207,3,C
LR00207,4,C
LR00207,5,C
LR00207,6,C
LR00207,7,S
LR00207,8,O
LR00207,9,O
LR00207,10,N
LR00207,11,C
LR00207,12,C
LR00207,13,O
LR00207,14,O
LR00207,15,C
LR00207,16,C
LR00207,17,C
LR00207,18,C
LR00207,19,C
LR00207,20,N
LR00207,21,N
LR00207,22,C
LR00207,23,C
LR00207,24,C
LR00207,25,O
LR00207,26,O
LR00207,27,C
LR00207,28,C
LR00207,29,C
