RECRUITER_CODE,smiles_atom_index,smile_atom
LR00285,28,C
LR00285,29,C
LR00285,30,Cl
LR00285,31,C
LR00285,32,C
LR00285,33,N
LR00286,0,C
LR00286,1,C
LR00286,2,N
LR00286,3,C
LR00286,4,C
LR00286,5,C
LR00286,6,C
LR00286,7,C
LR00286,8,C
LR00286,9,Cl
LR00286,10,C
LR00286,11,C
LR00286,12,C
LR00286,13,C
LR00286,14,C
LR00286,15,C
LR00286,16,C
LR00286,17,C
LR00286,18,Cl
LR00286,19,C
LR00286,20,C
LR00286,21,N
LR00286,22,C
LR00286,23,O
LR00286,24,N
LR00286,25,C
LR00286,26,C
LR00286,27,N
LR00286,28,C
LR00286,29,C
LR00286,30,C
LR00286,31,S
LR00286,32,C
LR00286,33,O
LR00286,34,O
LR00286,35,C
LR00286,36,C
LR00287,0,C
LR00287,1,C
LR00287,2,C
LR00287,3,C
LR00287,4,C
LR00287,5,C
LR00287,6,N
LR00287,7,C
LR00287,8,C
LR00287,9,O
LR00287,10,N
LR00287,11,C
LR00287,12,C
LR00287,13,C
LR00287,14,O
LR00287,15,C
LR00287,16,O
LR00287,17,C
LR00287,18,C
LR00287,19,C
LR00287,20,C
LR00287,21,C
LR00287,22,C
LR00287,23,Cl
LR00287,24,C
LR00287,25,C
LR00287,26,C
LR00287,27,N
LR00287,28,C
LR00287,29,C
LR00287,30,C
LR00287,31,C
LR00287,32,Cl
LR00287,33,C
LR00287,34,C
LR00288,0,C
LR00288,1,C
LR00288,2,C
LR00288,3,C
LR00288,4,C
LR00288,5,C
LR00288,6,N
LR00288,7,C
LR00288,8,C
LR00288,9,O
LR00288,10,N
LR00288,11,C
LR00288,12,C
LR00288,13,C
LR00288,14,O
LR00288,15,C
LR00288,16,O
LR00288,17,C
LR00288,18,C
LR00288,19,C
LR00288,20,C
LR00288,21,C
LR00288,22,C
LR00288,23,Cl
LR00288,24,C
LR00288,25,F
LR00288,26,C
LR00288,27,C
LR00288,28,N
LR00288,29,C
LR00288,30,C
LR00288,31,C
LR00288,32,C
LR00288,33,Cl
LR00288,34,C
LR00288,35,C
LR00288,36,F
LR00289,0,C
LR00289,1,N
LR00289,2,C
LR00289,3,O
LR00289,4,C
LR00289,5,C
LR00289,6,C
LR00289,7,C
LR00289,8,C
LR00289,9,C
LR00289,10,C
LR00289,11,C
LR00289,12,O
LR00289,13,C
LR00289,14,C
LR00289,15,C
LR00289,16,C
LR00289,17,C
LR00289,18,Br
LR00289,19,C
LR00289,20,C
LR00289,21,C
LR00289,22,C
LR00289,23,C
LR00289,24,C
LR00289,25,C
LR00289,26,Br
LR00289,27,C
LR00289,28,C
LR00290,0,C
LR00290,1,N
LR00290,2,C
LR00290,3,O
LR00290,4,C
LR00290,5,C
LR00290,6,C
LR00290,7,C
LR00290,8,C
LR00290,9,C
LR00290,10,C
LR00290,11,C
LR00290,12,O
LR00290,13,C
LR00290,14,C
LR00290,15,C
LR00290,16,C
LR00290,17,C
LR00290,18,Cl
LR00290,19,C
LR00290,20,C
LR00290,21,C
LR00290,22,C
LR00290,23,C
LR00290,24,C
LR00290,25,C
LR00290,26,Cl
LR00290,27,C
LR00290,28,C
LR00291,0,C
LR00291,1,C
LR00291,2,C
LR00291,3,C
LR00291,4,C
LR00291,5,O
LR00291,6,O
LR00291,7,N
LR00291,8,C
LR00291,9,O
LR00291,10,C
LR00291,11,C
LR00291,12,C
LR00291,13,C
LR00291,14,C
LR00291,15,C
LR00291,16,F
LR00291,17,C
LR00291,18,C
LR00291,19,O
LR00291,20,C
LR00291,21,C
LR00291,22,C
LR00291,23,C
LR00291,24,C
LR00291,25,Cl
LR00291,26,C
LR00291,27,C
LR00291,28,C
LR00291,29,C
LR00291,30,C
LR00291,31,C
LR00291,32,C
LR00291,33,Cl
LR00291,34,C
LR00291,35,C
LR00292,0,C
LR00292,1,C
LR00292,2,C
LR00292,3,C
LR00292,4,C
LR00292,5,C
LR00292,6,N
LR00292,7,C
LR00292,8,C
LR00292,9,O
LR00292,10,N
LR00292,11,C
LR00292,12,C
LR00292,13,N
LR00292,14,C
LR00292,15,C
LR00292,16,C
LR00292,17,C
LR00292,18,C
LR00292,19,C
LR00292,20,Cl
LR00292,21,C
LR00292,22,F
LR00292,23,C
LR00292,24,C
LR00292,25,O
LR00292,26,N
LR00292,27,C
LR00292,28,C
LR00292,29,C
LR00292,30,Cl
LR00292,31,C
LR00292,32,C
LR00292,33,C
LR00293,0,C
LR00293,1,C
LR00293,2,C
LR00293,3,C
LR00293,4,O
LR00293,5,N
LR00293,6,C
LR00293,7,O
LR00293,8,C
LR00293,9,C
LR00293,10,C
LR00293,11,O
LR00293,12,O
LR00293,13,O
LR00293,14,C
LR00293,15,C
LR00293,16,C
LR00293,17,C
LR00293,18,C
LR00293,19,C
LR00293,20,Cl
LR00293,21,C
LR00293,22,C
LR00293,23,C
LR00293,24,C
LR00293,25,C
LR00293,26,C
LR00293,27,Cl
LR00293,28,C
LR00293,29,C
LR00294,0,C
LR00294,1,C
LR00294,2,O
LR00294,3,N
LR00294,4,C
LR00294,5,C
LR00294,6,C
LR00294,7,C
LR00294,8,C
LR00294,9,C
LR00294,10,C
LR00294,11,C
LR00294,12,C
LR00294,13,C
LR00294,14,C
LR00294,15,Cl
LR00294,16,C
LR00294,17,C
LR00294,18,O
LR00294,19,N
LR00294,20,C
LR00294,21,C
LR00294,22,C
LR00294,23,Cl
LR00294,24,C
LR00294,25,C
LR00294,26,C
LR00294,27,C
LR00295,0,C
LR00295,1,C
LR00295,2,C
LR00295,3,C
LR00295,4,C
LR00295,5,C
LR00295,6,N
LR00295,7,C
LR00295,8,C
LR00295,9,O
LR00295,10,N
LR00295,11,C
LR00295,12,C
LR00295,13,C
LR00295,14,C
LR00295,15,C
LR00295,16,N
LR00295,17,O
LR00295,18,C
LR00295,19,C
LR00295,20,C
LR00295,21,C
LR00295,22,C
LR00295,23,C
LR00295,24,C
LR00295,25,C
LR00295,26,Cl
LR00295,27,C
LR00295,28,F
LR00295,29,C
LR00295,30,C
LR00295,31,O
LR00295,32,N
LR00295,33,C
LR00295,34,C
LR00295,35,C
LR00295,36,Cl
LR00295,37,C
LR00295,38,C
LR00295,39,C
LR00296,0,C
LR00296,1,O
LR00296,2,C
LR00296,3,C
LR00296,4,C
LR00296,5,C
LR00296,6,N
LR00296,7,O
LR00296,8,C
LR00296,9,C
LR00296,10,C
LR00296,11,N
LR00296,12,C
LR00296,13,O
LR00296,14,C
LR00296,15,N
LR00296,16,C
LR00296,17,C
LR00296,18,C
LR00296,19,C
LR00296,20,C
LR00296,21,C
LR00296,22,C
LR00296,23,C
LR00296,24,O
LR00296,25,N
LR00296,26,C
LR00296,27,C
LR00296,28,C
LR00296,29,Cl
LR00296,30,S
LR00296,31,C
LR00296,32,C
LR00296,33,C
LR00296,34,C
LR00296,35,C
LR00296,36,C
LR00296,37,C
LR00296,38,Cl
LR00296,39,C
LR00296,40,F
LR00297,0,C
LR00297,1,C
LR00297,2,C
LR00297,3,C
LR00297,4,N
LR00297,5,C
LR00297,6,O
LR00297,7,C
LR00297,8,C
LR00297,9,C
LR00297,10,C
LR00297,11,C
LR00297,12,C
LR00297,13,Cl
LR00297,14,C
LR00297,15,C
LR00297,16,N
LR00297,17,C
LR00297,18,C
LR00297,19,O
LR00297,20,O
LR00297,21,N
LR00297,22,C
LR00297,23,O
LR00297,24,C
LR00297,25,C
LR00297,26,C
LR00297,27,C
LR00297,28,C
LR00297,29,O
LR00297,30,C
LR00297,31,C
LR00297,32,C
LR00297,33,C
LR00297,34,C
LR00297,35,Cl
LR00297,36,C
LR00297,37,C
LR00297,38,C
LR00297,39,C
LR00298,0,C
LR00298,1,C
LR00298,2,C
LR00298,3,C
LR00298,4,C
LR00298,5,N
LR00298,6,C
LR00298,7,C
LR00298,8,C
LR00298,9,C
LR00298,10,C
LR00298,11,C
LR00298,12,Cl
LR00298,13,C
LR00298,14,C
LR00298,15,N
LR00298,16,C
LR00298,17,C
LR00298,18,O
LR00298,19,N
LR00298,20,O
LR00298,21,C
LR00298,22,O
LR00298,23,N
LR00298,24,C
LR00298,25,C
LR00298,26,C
LR00298,27,C
LR00298,28,C
LR00298,29,C
LR00298,30,C
LR00298,31,C
LR00298,32,O
LR00298,33,N
LR00298,34,O
LR00299,0,C
LR00299,1,C
LR00299,2,C
LR00299,3,C
LR00299,4,C
LR00299,5,N
LR00299,6,C
LR00299,7,C
LR00299,8,C
LR00299,9,C
LR00299,10,C
LR00299,11,C
LR00299,12,Cl
LR00299,13,C
LR00299,14,C
LR00299,15,N
LR00299,16,C
LR00299,17,C
LR00299,18,O
LR00299,19,N
LR00299,20,O
LR00299,21,C
LR00299,22,O
LR00299,23,N
LR00299,24,C
LR00299,25,C
LR00299,26,C
LR00299,27,C
LR00299,28,C
LR00299,29,C
LR00299,30,C
LR00299,31,C
LR00299,32,O
LR00299,33,N
LR00299,34,O
LR00300,0,C
LR00300,1,C
LR00300,2,C
LR00300,3,C
LR00300,4,C
LR00300,5,C
LR00300,6,C
LR00300,7,C
LR00300,8,C
LR00300,9,N
LR00300,10,C
LR00300,11,O
LR00301,0,C
LR00301,1,C
LR00301,2,C
LR00301,3,C
LR00301,4,S
LR00301,5,O
LR00301,6,O
LR00301,7,C
LR00301,8,C
LR00301,9,C
LR00301,10,C
LR00301,11,N
LR00301,12,C
LR00301,13,O
LR00301,14,C
LR00301,15,C
LR00301,16,C
LR00301,17,C
LR00301,18,O
LR00301,19,O
LR00301,20,C
LR00301,21,C
LR00301,22,C
LR00301,23,C
LR00301,24,C
LR00301,25,C
LR00301,26,C
LR00301,27,Cl
LR00301,28,C
LR00301,29,C
LR00301,30,C
LR00301,31,C
LR00301,32,C
LR00301,33,C
LR00301,34,Cl
LR00301,35,C
LR00301,36,C
LR00302,0,C
LR00302,1,C
LR00302,2,C
LR00302,3,C
LR00302,4,S
LR00302,5,O
LR00302,6,O
LR00302,7,C
LR00302,8,C
LR00302,9,C
LR00302,10,C
LR00302,11,C
LR00302,12,N
LR00302,13,C
LR00302,14,O
LR00302,15,C
LR00302,16,C
LR00302,17,C
LR00302,18,O
LR00302,19,O
LR00302,20,O
LR00302,21,C
LR00302,22,C
LR00302,23,C
LR00302,24,C
LR00302,25,C
LR00302,26,C
LR00302,27,Cl
LR00302,28,C
LR00302,29,C
LR00302,30,C
LR00302,31,C
LR00302,32,C
LR00302,33,C
LR00302,34,Cl
LR00302,35,C
LR00302,36,C
LR00303,0,C
LR00303,1,C
LR00303,2,C
LR00303,3,C
LR00303,4,S
LR00303,5,O
LR00303,6,O
LR00303,7,C
LR00303,8,C
LR00303,9,C
LR00303,10,C
LR00303,11,N
LR00303,12,C
LR00303,13,O
LR00303,14,C
LR00303,15,C
LR00303,16,C
LR00303,17,O
LR00303,18,O
LR00303,19,O
LR00303,20,C
LR00303,21,C
LR00303,22,C
LR00303,23,C
LR00303,24,C
LR00303,25,C
LR00303,26,Cl
LR00303,27,C
LR00303,28,C
LR00303,29,C
LR00303,30,C
LR00303,31,C
LR00303,32,C
LR00303,33,Cl
LR00303,34,C
LR00303,35,C
LR00304,0,C
LR00304,1,C
LR00304,2,C
LR00304,3,C
LR00304,4,S
LR00304,5,O
LR00304,6,O
LR00304,7,C
LR00304,8,C
LR00304,9,C
LR00304,10,C
LR00304,11,C
LR00304,12,N
LR00304,13,C
LR00304,14,C
LR00304,15,C
LR00304,16,C
LR00304,17,C
LR00304,18,Cl
LR00304,19,C
LR00304,20,F
LR00304,21,C
LR00304,22,C
LR00304,23,C
LR00304,24,C
LR00304,25,C
LR00304,26,C
LR00304,27,C
LR00304,28,Cl
LR00304,29,C
LR00304,30,C
LR00304,31,C
LR00304,32,C
LR00304,33,C
LR00304,34,C
LR00304,35,N
LR00304,36,C
LR00304,37,C
LR00304,38,C
LR00304,39,C
LR00304,40,O
LR00304,41,O
LR00304,42,S
LR00304,43,C
LR00304,44,O
LR00305,0,C
LR00305,1,C
LR00305,2,C
LR00305,3,C
LR00305,4,S
LR00305,5,O
LR00305,6,O
LR00305,7,C
LR00305,8,C
LR00305,9,C
LR00305,10,C
LR00305,11,C
LR00305,12,N
LR00305,13,C
LR00305,14,O
LR00305,15,C
LR00305,16,C
LR00305,17,C
LR00305,18,C
LR00305,19,C
LR00305,20,C
LR00305,21,C
LR00305,22,C
LR00305,23,O
LR00305,24,O
LR00305,25,C
LR00305,26,N
LR00305,27,O
LR00305,28,C
LR00305,29,C
LR00305,30,C
LR00305,31,C
LR00305,32,C
LR00305,33,C
LR00305,34,Cl
LR00305,35,C
LR00305,36,C
LR00305,37,C
LR00305,38,C
LR00305,39,C
LR00305,40,C
LR00305,41,Cl
LR00305,42,C
LR00305,43,C
LR00306,0,C
LR00306,1,C
LR00306,2,C
LR00306,3,C
LR00306,4,S
LR00306,5,O
LR00306,6,O
LR00306,7,C
LR00306,8,C
LR00306,9,C
LR00306,10,C
LR00306,11,C
LR00306,12,N
LR00306,13,C
LR00306,14,O
LR00306,15,C
LR00306,16,C
LR00306,17,C
LR00306,18,C
LR00306,19,C
LR00306,20,C
LR00306,21,C
LR00306,22,C
LR00306,23,O
LR00306,24,O
LR00306,25,C
LR00306,26,N
LR00306,27,C
LR00306,28,C
LR00306,29,C
LR00306,30,C
LR00306,31,C
LR00306,32,C
LR00306,33,C
LR00306,34,Cl
LR00306,35,C
LR00306,36,C
LR00306,37,C
LR00306,38,C
LR00306,39,C
LR00306,40,C
LR00306,41,Cl
LR00306,42,C
LR00306,43,C
LR00307,0,C
LR00307,1,C
LR00307,2,C
LR00307,3,C
LR00307,4,S
LR00307,5,O
LR00307,6,O
LR00307,7,C
LR00307,8,C
LR00307,9,C
LR00307,10,C
LR00307,11,C
LR00307,12,N
LR00307,13,C
LR00307,14,O
LR00307,15,C
LR00307,16,C
LR00307,17,C
LR00307,18,C
LR00307,19,C
LR00307,20,C
LR00307,21,C
LR00307,22,C
LR00307,23,O
LR00307,24,O
LR00307,25,C
LR00307,26,N
LR00307,27,O
LR00307,28,C
LR00307,29,C
LR00307,30,C
LR00307,31,C
LR00307,32,C
LR00307,33,C
LR00307,34,Cl
LR00307,35,C
LR00307,36,C
LR00307,37,C
LR00307,38,C
LR00307,39,C
LR00307,40,C
LR00307,41,Cl
LR00307,42,C
LR00307,43,C
LR00308,0,C
LR00308,1,C
LR00308,2,C
LR00308,3,C
LR00308,4,S
LR00308,5,O
LR00308,6,O
LR00308,7,C
LR00308,8,C
LR00308,9,C
LR00308,10,C
LR00308,11,N
LR00308,12,C
LR00308,13,O
LR00308,14,C
LR00308,15,C
LR00308,16,C
LR00308,17,O
LR00308,18,O
LR00308,19,O
LR00308,20,C
LR00308,21,C
LR00308,22,C
LR00308,23,C
LR00308,24,C
LR00308,25,C
LR00308,26,Cl
LR00308,27,C
LR00308,28,C
LR00308,29,C
LR00308,30,C
LR00308,31,C
LR00308,32,C
LR00308,33,Cl
LR00308,34,C
LR00308,35,C
LR00309,0,C
LR00309,1,C
LR00309,2,C
LR00309,3,C
LR00309,4,C
LR00309,5,C
LR00309,6,C
LR00309,7,N
LR00309,8,C
LR00309,9,C
LR00309,10,O
LR00309,11,O
LR00309,12,C
LR00309,13,C
LR00309,14,C
LR00309,15,C
LR00309,16,C
LR00309,17,C
LR00309,18,Cl
LR00309,19,C
LR00309,20,N
LR00309,21,C
LR00309,22,C
LR00309,23,C
LR00309,24,Cl
LR00309,25,C
LR00309,26,C
LR00309,27,C
LR00309,28,C
LR00309,29,C
LR00310,0,C
LR00310,1,C
LR00310,2,C
LR00310,3,C
LR00310,4,C
LR00310,5,C
LR00310,6,C
LR00310,7,C
LR00310,8,C
LR00310,9,C
LR00310,10,C
LR00310,11,N
LR00310,12,N
LR00310,13,C
LR00310,14,O
LR00310,15,C
LR00310,16,C
LR00310,17,C
LR00310,18,C
LR00310,19,O
LR00310,20,O
LR00310,21,C
LR00310,22,C
LR00310,23,C
LR00310,24,C
LR00310,25,C
LR00310,26,C
LR00310,27,C
LR00310,28,Cl
LR00310,29,C
LR00310,30,C
LR00310,31,C
LR00310,32,C
LR00310,33,C
LR00310,34,C
LR00310,35,Cl
LR00310,36,C
LR00310,37,C
LR00311,0,C
LR00311,1,C
LR00311,2,C
LR00311,3,C
LR00311,4,O
LR00311,5,O
LR00311,6,C
LR00311,7,C
LR00311,8,C
LR00311,9,C
LR00311,10,C
LR00311,11,C
LR00311,12,C
LR00311,13,Cl
LR00311,14,C
LR00311,15,C
LR00311,16,C
LR00311,17,C
LR00311,18,C
LR00311,19,C
LR00311,20,Cl
LR00311,21,C
LR00311,22,C
LR00311,23,N
LR00311,24,C
LR00311,25,C
LR00311,26,S
LR00311,27,O
LR00311,28,O
LR00311,29,N
LR00311,30,C
LR00311,31,C
LR00311,32,C
LR00311,33,C
LR00311,34,C
LR00311,35,C
LR00311,36,C
LR00311,37,C
LR00311,38,O
LR00312,0,C
LR00312,1,C
LR00312,2,C
LR00312,3,C
LR00312,4,C
LR00312,5,C
LR00312,6,C
LR00312,7,C
LR00312,8,C
LR00312,9,N
LR00312,10,C
LR00312,11,O
LR00313,0,C
LR00313,1,N
LR00313,2,C
LR00313,3,O
LR00313,4,C
LR00313,5,C
LR00313,6,C
LR00313,7,C
LR00313,8,C
LR00313,9,C
LR00313,10,Cl
LR00313,11,C
LR00313,12,C
LR00313,13,C
LR00313,14,C
LR00313,15,C
LR00313,16,N
LR00313,17,C
LR00313,18,C
LR00313,19,C
LR00313,20,Cl
LR00313,21,C
LR00313,22,C
LR00313,23,C
LR00313,24,C
LR00313,25,O
LR00313,26,C
LR00313,27,C
LR00313,28,C
LR00313,29,C
LR00313,30,C
LR00313,31,Cl
LR00313,32,C
LR00313,33,C
LR00314,0,O
LR00314,1,C
LR00314,2,O
LR00314,3,C
LR00314,4,O
LR00314,5,C
LR00314,6,C
LR00314,7,C
LR00314,8,C
LR00314,9,C
LR00314,10,Cl
LR00314,11,C
LR00314,12,C
LR00314,13,C
LR00314,14,C
LR00314,15,C
LR00314,16,N
LR00314,17,C
LR00314,18,C
LR00314,19,C
LR00314,20,Cl
LR00314,21,C
LR00314,22,C
LR00314,23,C
LR00314,24,C
LR00314,25,C
LR00314,26,C
LR00314,27,C
LR00314,28,C
LR00314,29,C
LR00314,30,Cl
LR00314,31,C
LR00314,32,C
LR00315,0,C
LR00315,1,C
LR00315,2,O
LR00315,3,C
LR00315,4,C
LR00315,5,C
LR00315,6,C
LR00315,7,C
LR00315,8,O
LR00315,9,N
LR00315,10,C
LR00315,11,C
LR00315,12,C
LR00315,13,C
LR00315,14,C
LR00315,15,C
LR00315,16,C
LR00315,17,O
LR00315,18,C
LR00315,19,C
LR00315,20,N
LR00315,21,N
LR00315,22,N
LR00315,23,N
LR00315,24,C
LR00315,25,C
LR00315,26,C
LR00315,27,C
LR00315,28,C
LR00315,29,Cl
LR00315,30,C
LR00315,31,C
LR00315,32,C
LR00315,33,C
LR00315,34,C
LR00315,35,O
LR00315,36,C
LR00315,37,C
LR00316,0,C
LR00316,1,O
LR00316,2,C
LR00316,3,C
LR00316,4,C
LR00316,5,C
LR00316,6,C
LR00316,7,O
LR00316,8,N
LR00316,9,C
LR00316,10,C
LR00316,11,C
LR00316,12,C
LR00316,13,N
LR00316,14,C
LR00316,15,C
LR00316,16,C
LR00316,17,C
LR00316,18,C
LR00316,19,C
LR00316,20,N
LR00316,21,C
LR00316,22,C
LR00316,23,N
LR00316,24,C
LR00316,25,C
LR00316,26,O
LR00316,27,C
LR00316,28,C
LR00316,29,C
LR00316,30,C
LR00316,31,C
LR00316,32,C
LR00316,33,C
LR00316,34,C
LR00316,35,C
LR00316,36,C
LR00316,37,Cl
LR00316,38,C
LR00316,39,C
LR00316,40,C
LR00316,41,C
LR00316,42,C
LR00316,43,O
LR00316,44,C
LR00316,45,C
LR00316,46,C
LR00317,0,C
LR00317,1,C
LR00317,2,C
LR00317,3,C
LR00317,4,O
LR00317,5,C
LR00317,6,C
LR00317,7,C
LR00317,8,C
LR00317,9,C
LR00317,10,C
LR00317,11,O
LR00317,12,C
LR00317,13,C
LR00317,14,C
LR00317,15,O
LR00317,16,N
LR00317,17,C
LR00317,18,C
LR00317,19,C
LR00317,20,C
LR00317,21,N
LR00317,22,C
LR00317,23,C
LR00317,24,C
LR00317,25,C
LR00317,26,C
LR00317,27,N
LR00317,28,C
LR00317,29,C
LR00317,30,C
LR00317,31,C
LR00317,32,C
LR00317,33,C
LR00317,34,C
LR00317,35,C
LR00317,36,C
LR00317,37,Cl
LR00317,38,C
LR00317,39,C
LR00318,0,C
LR00318,1,C
LR00318,2,C
LR00318,3,C
LR00318,4,C
LR00318,5,C
LR00318,6,O
LR00318,7,N
LR00318,8,C
LR00318,9,C
LR00318,10,O
LR00319,0,C
LR00319,1,C
LR00319,2,N
LR00319,3,N
LR00319,4,N
LR00319,5,C
LR00319,6,C
LR00319,7,C
LR00319,8,C
LR00319,9,C
LR00319,10,C
LR00319,11,C
LR00319,12,C
LR00319,13,C
LR00319,14,N
LR00319,15,N
LR00319,16,N
LR00319,17,C
LR00319,18,C
LR00319,19,C
LR00319,20,C
LR00319,21,C
LR00319,22,C
LR00319,23,C
LR00319,24,C
LR00319,25,C
LR00320,0,C
LR00320,1,O
LR00320,2,C
LR00320,3,C
LR00320,4,C
LR00320,5,C
LR00320,6,C
LR00320,7,N
LR00320,8,C
LR00320,9,C
LR00320,10,C
LR00320,11,C
LR00320,12,C
LR00320,13,Cl
LR00320,14,C
LR00320,15,C
LR00320,16,C
LR00320,17,C
LR00320,18,C
LR00320,19,C
LR00320,20,C
LR00320,21,Cl
LR00320,22,C
LR00320,23,C
LR00320,24,N
LR00320,25,C
LR00320,26,O
LR00320,27,N
LR00320,28,C
LR00320,29,C
LR00320,30,N
LR00320,31,C
LR00320,32,O
LR00320,33,C
LR00320,34,C
LR00320,35,O
LR00320,36,C
LR00320,37,C
LR00320,38,C
LR00320,39,C
LR00321,0,O
LR00321,1,C
LR00321,2,O
LR00321,3,C
LR00321,4,C
LR00321,5,C
LR00321,6,O
LR00321,7,N
LR00321,8,C
LR00321,9,C
LR00321,10,C
LR00321,11,C
LR00321,12,C
LR00321,13,C
LR00321,14,O
LR00321,15,C
LR00321,16,O
LR00321,17,C
LR00321,18,N
LR00321,19,C
LR00321,20,C
LR00321,21,C
LR00321,22,Cl
LR00321,23,C
LR00321,24,C
LR00321,25,C
LR00321,26,C
LR00321,27,C
LR00321,28,C
LR00321,29,C
LR00321,30,C
LR00321,31,C
LR00321,32,C
LR00321,33,F
LR00321,34,C
LR00321,35,C
LR00321,36,N
LR00321,37,C
LR00321,38,N
LR00321,39,C
LR00321,40,C
LR00321,41,C
LR00321,42,C
LR00321,43,C
LR00321,44,Cl
LR00321,45,C
LR00321,46,C
LR00322,0,O
LR00322,1,C
LR00322,2,O
LR00322,3,C
LR00322,4,C
LR00322,5,C
LR00322,6,O
LR00322,7,N
LR00322,8,C
LR00322,9,C
LR00322,10,C
LR00322,11,C
LR00322,12,C
LR00322,13,C
LR00322,14,O
LR00322,15,C
LR00322,16,O
LR00322,17,C
LR00322,18,N
LR00322,19,C
LR00322,20,C
LR00322,21,C
LR00322,22,Cl
LR00322,23,C
LR00322,24,C
LR00322,25,C
LR00322,26,C
LR00322,27,C
LR00322,28,C
LR00322,29,C
LR00322,30,C
LR00322,31,C
LR00322,32,C
LR00322,33,F
LR00322,34,C
LR00322,35,C
LR00322,36,N
LR00322,37,C
LR00322,38,N
LR00322,39,C
LR00322,40,C
LR00322,41,C
LR00322,42,C
LR00322,43,C
LR00322,44,Cl
LR00322,45,C
LR00322,46,C
LR00323,0,C
LR00323,1,C
LR00323,2,C
LR00323,3,C
LR00323,4,C
LR00323,5,N
LR00323,6,C
LR00323,7,C
LR00323,8,N
LR00323,9,C
LR00323,10,C
LR00323,11,C
LR00323,12,C
LR00323,13,C
LR00323,14,C
LR00323,15,Cl
LR00323,16,C
LR00323,17,C
LR00323,18,C
LR00323,19,O
LR00323,20,N
LR00323,21,C
LR00323,22,C
LR00323,23,C
LR00323,24,Cl
LR00323,25,C
LR00323,26,C
LR00323,27,C
LR00324,0,O
LR00324,1,C
LR00324,2,O
LR00324,3,C
LR00324,4,N
LR00324,5,C
LR00324,6,C
LR00324,7,C
LR00324,8,C
LR00324,9,C
LR00324,10,C
LR00324,11,C
LR00324,12,C
LR00324,13,C
LR00324,14,C
LR00324,15,Cl
LR00324,16,C
LR00324,17,C
LR00324,18,C
LR00324,19,C
LR00324,20,C
LR00324,21,C
LR00324,22,Cl
LR00324,23,C
LR00324,24,C
LR00324,25,N
LR00324,26,C
LR00324,27,O
LR00324,28,N
LR00324,29,C
LR00324,30,C
LR00324,31,C
LR00324,32,C
LR00325,0,C
LR00325,1,C
LR00325,2,O
LR00325,3,C
LR00325,4,C
LR00325,5,C
LR00325,6,C
LR00325,7,C
LR00325,8,C
LR00325,9,N
LR00325,10,C
LR00325,11,C
LR00325,12,C
LR00325,13,N
LR00325,14,C
LR00325,15,C
LR00325,16,C
LR00325,17,C
LR00325,18,C
LR00325,19,C
LR00325,20,Cl
LR00325,21,C
LR00325,22,F
LR00325,23,C
LR00325,24,C
LR00325,25,O
LR00325,26,N
LR00325,27,C
LR00325,28,C
LR00325,29,C
LR00325,30,Cl
LR00325,31,C
LR00325,32,C
LR00325,33,C
LR00325,34,C
LR00326,0,O
LR00326,1,C
LR00326,2,O
LR00326,3,C
LR00326,4,C
LR00326,5,C
LR00326,6,C
LR00326,7,C
LR00326,8,C
LR00326,9,C
LR00326,10,C
LR00326,11,N
LR00326,12,C
LR00326,13,C
LR00326,14,C
LR00326,15,C
LR00326,16,C
LR00326,17,C
LR00326,18,Cl
LR00326,19,C
LR00326,20,F
LR00326,21,C
LR00326,22,C
LR00326,23,O
LR00326,24,N
LR00326,25,C
LR00326,26,C
LR00326,27,C
LR00326,28,Cl
LR00326,29,C
LR00326,30,C
LR00326,31,C
LR00326,32,N
LR00326,33,C
LR00326,34,C
LR00326,35,C
LR00326,36,C
LR00326,37,C
LR00326,38,C
LR00327,0,C
LR00327,1,O
LR00327,2,C
LR00327,3,C
LR00327,4,C
LR00327,5,C
LR00327,6,C
LR00327,7,C
LR00327,8,N
LR00327,9,N
LR00327,10,C
LR00327,11,C
LR00327,12,C
LR00327,13,C
LR00327,14,C
LR00327,15,C
LR00327,16,C
LR00327,17,C
LR00327,18,C
LR00327,19,C
LR00327,20,C
LR00327,21,Cl
LR00327,22,C
LR00327,23,C
LR00327,24,C
LR00327,25,N
LR00327,26,C
LR00327,27,C
LR00327,28,C
LR00327,29,Cl
LR00327,30,C
LR00327,31,C
LR00327,32,C
LR00327,33,O
LR00327,34,C
LR00327,35,C
LR00327,36,N
LR00327,37,C
LR00327,38,C
LR00327,39,C
LR00327,40,O
LR00328,0,C
LR00328,1,C
LR00328,2,C
LR00328,3,C
LR00328,4,N
LR00328,5,C
LR00328,6,O
LR00328,7,C
LR00328,8,C
LR00328,9,C
LR00328,10,C
LR00328,11,C
LR00328,12,C
LR00328,13,Cl
LR00328,14,C
LR00328,15,C
LR00328,16,N
LR00328,17,C
LR00328,18,C
LR00328,19,O
LR00328,20,O
LR00328,21,N
LR00328,22,C
LR00328,23,O
LR00328,24,C
LR00328,25,C
LR00328,26,C
LR00328,27,C
LR00328,28,F
LR00328,29,C
LR00328,30,F
LR00328,31,C
LR00328,32,F
LR00328,33,C
LR00329,0,C
LR00329,1,O
LR00329,2,C
LR00329,3,N
LR00329,4,C
LR00329,5,C
LR00329,6,C
LR00329,7,N
LR00329,8,C
LR00329,9,C
LR00329,10,O
LR00329,11,N
LR00329,12,C
LR00329,13,C
LR00329,14,C
LR00329,15,Cl
LR00329,16,C
