Ligase,Unified_Scaffold_ID,Recruiter_Count,Ligase_Local_Scaffold_Count,Scaffold_ID_Group,Recruiter_Code_Group,Total_Recruiters_For_Ligase,Supercluster_Density_For_Ligase
TRIM21,LR-SCAF00095,1,1,TRIM21_SCAF_31,LR00427,106,0.009433962264150943
TRIM21,LR-SCAF00107,1,1,TRIM21_SCAF_48,LR00450,106,0.009433962264150943
TRIM21,LR-SCAF00109,1,1,TRIM21_SCAF_78,LR00492,106,0.009433962264150943
TRIM21,LR-SCAF00120,1,1,TRIM21_SCAF_54,LR00459,106,0.009433962264150943
TRIM21,LR-SCAF00126,1,1,TRIM21_SCAF_42,LR00442,106,0.009433962264150943
TRIM21,LR-SCAF00133,1,1,TRIM21_SCAF_8,LR00394,106,0.009433962264150943
TRIM21,LR-SCAF00135,1,1,TRIM21_SCAF_74,LR00487,106,0.009433962264150943
TRIM21,LR-SCAF00144,1,1,TRIM21_SCAF_66,LR00471,106,0.009433962264150943
TRIM21,LR-SCAF00148,1,1,TRIM21_SCAF_55,LR00460,106,0.009433962264150943
TRIM21,LR-SCAF00152,1,1,TRIM21_SCAF_18,LR00407,106,0.009433962264150943
TRIM21,LR-SCAF00153,1,1,TRIM21_SCAF_77,LR00490,106,0.009433962264150943
TRIM21,LR-SCAF00156,1,1,TRIM21_SCAF_63,LR00468,106,0.009433962264150943
TRIM21,LR-SCAF00159,1,1,TRIM21_SCAF_60,LR00465,106,0.009433962264150943
TRIM21,LR-SCAF00167,1,1,TRIM21_SCAF_23,LR00413,106,0.009433962264150943
TRIM21,LR-SCAF00188,1,1,TRIM21_SCAF_67,LR00472,106,0.009433962264150943
TRIM21,LR-SCAF00191,1,1,TRIM21_SCAF_40,LR00440,106,0.009433962264150943
TRIM21,LR-SCAF00198,1,1,TRIM21_SCAF_9,LR00395,106,0.009433962264150943
TRIM21,LR-SCAF00203,1,1,TRIM21_SCAF_64,LR00469,106,0.009433962264150943
TRIM21,LR-SCAF00207,1,1,TRIM21_SCAF_58,LR00463,106,0.009433962264150943
TRIM21,LR-SCAF00208,1,1,TRIM21_SCAF_3,LR00389,106,0.009433962264150943
TRIM21,LR-SCAF00212,1,1,TRIM21_SCAF_36,LR00434,106,0.009433962264150943
TRIM21,LR-SCAF00217,1,1,TRIM21_SCAF_21,LR00411,106,0.009433962264150943
TRIM21,LR-SCAF00218,1,1,TRIM21_SCAF_46,LR00446,106,0.009433962264150943
TRIM21,LR-SCAF00222,1,1,TRIM21_SCAF_45,LR00445,106,0.009433962264150943
TRIM21,LR-SCAF00224,1,1,TRIM21_SCAF_52,LR00457,106,0.009433962264150943
TRIM21,LR-SCAF00227,1,1,TRIM21_SCAF_11,LR00397,106,0.009433962264150943
TRIM21,LR-SCAF00235,1,1,TRIM21_SCAF_65,LR00470,106,0.009433962264150943
TRIM21,LR-SCAF00238,1,1,TRIM21_SCAF_13,LR00399,106,0.009433962264150943
TRIM21,LR-SCAF00239,1,1,TRIM21_SCAF_25,LR00416,106,0.009433962264150943
TRIM21,LR-SCAF00243,1,1,TRIM21_SCAF_12,LR00398,106,0.009433962264150943
TRIM21,LR-SCAF00249,1,1,TRIM21_SCAF_22,LR00412,106,0.009433962264150943
TRIM21,LR-SCAF00259,1,1,TRIM21_SCAF_50,LR00453,106,0.009433962264150943
TRIM21,LR-SCAF00266,1,1,TRIM21_SCAF_30,LR00426,106,0.009433962264150943
TRIM21,LR-SCAF00269,1,1,TRIM21_SCAF_57,LR00462,106,0.009433962264150943
TRIM21,LR-SCAF00270,1,1,TRIM21_SCAF_28,LR00421,106,0.009433962264150943
TRIM21,LR-SCAF00274,1,1,TRIM21_SCAF_61,LR00466,106,0.009433962264150943
TRIM21,LR-SCAF00275,1,1,TRIM21_SCAF_38,LR00436,106,0.009433962264150943
TRIM21,LR-SCAF00278,1,1,TRIM21_SCAF_7,LR00393,106,0.009433962264150943
TRIM21,LR-SCAF00284,1,1,TRIM21_SCAF_69,LR00476,106,0.009433962264150943
TRIM21,LR-SCAF00287,1,1,TRIM21_SCAF_70,LR00479,106,0.009433962264150943
TRIM21,LR-SCAF00291,1,1,TRIM21_SCAF_4,LR00390,106,0.009433962264150943
TRIM21,LR-SCAF00297,1,1,TRIM21_SCAF_15,LR00402,106,0.009433962264150943
TRIM21,LR-SCAF00299,1,1,TRIM21_SCAF_20,LR00409,106,0.009433962264150943
TRIM21,LR-SCAF00300,1,1,TRIM21_SCAF_56,LR00461,106,0.009433962264150943
TRIM21,LR-SCAF00306,1,1,TRIM21_SCAF_53,LR00458,106,0.009433962264150943
TRIM21,LR-SCAF00323,1,1,TRIM21_SCAF_33,LR00429,106,0.009433962264150943
TRIM21,LR-SCAF00324,1,1,TRIM21_SCAF_26,LR00417,106,0.009433962264150943
TRIM21,LR-SCAF00343,1,1,TRIM21_SCAF_47,LR00449,106,0.009433962264150943
TRIM21,LR-SCAF00351,1,1,TRIM21_SCAF_32,LR00428,106,0.009433962264150943
TRIM21,LR-SCAF00354,1,1,TRIM21_SCAF_75,LR00488,106,0.009433962264150943
TRIM21,LR-SCAF00355,1,1,TRIM21_SCAF_37,LR00435,106,0.009433962264150943
TRIM21,LR-SCAF00365,1,1,TRIM21_SCAF_44,LR00444,106,0.009433962264150943
TRIM24,LR-SCAF00113,1,1,TRIM24_SCAF_1,LR00493,2,0.5
TRIM24,LR-SCAF00195,1,1,TRIM24_SCAF_2,LR00494,2,0.5
VHL,LR-SCAF00097,13,1,VHL_SCAF_9,LR00506;LR00507;LR00508;LR00509;LR00513;LR00515;LR00518;LR00523;LR00524;LR00525;LR00526;LR00527;LR00542,59,0.22033898305084745
VHL,LR-SCAF00360,8,1,VHL_SCAF_13,LR00514;LR00516;LR00517;LR00519;LR00520;LR00536;LR00537;LR00552,59,0.13559322033898305
VHL,LR-SCAF00051,3,1,VHL_SCAF_3,LR00497;LR00498;LR00530,59,0.05084745762711865
VHL,LR-SCAF00295,3,1,VHL_SCAF_7,LR00502;LR00504;LR00505,59,0.05084745762711865
VHL,LR-SCAF00105,2,1,VHL_SCAF_25,LR00540;LR00549,59,0.03389830508474576
VHL,LR-SCAF00206,2,1,VHL_SCAF_24,LR00539;LR00548,59,0.03389830508474576
VHL,LR-SCAF00014,1,1,VHL_SCAF_8,LR00503,59,0.01694915254237288
VHL,LR-SCAF00020,1,1,VHL_SCAF_4,LR00499,59,0.01694915254237288
VHL,LR-SCAF00033,1,1,VHL_SCAF_6,LR00501,59,0.01694915254237288
VHL,LR-SCAF00035,1,1,VHL_SCAF_33,LR00551,59,0.01694915254237288
VHL,LR-SCAF00039,1,1,VHL_SCAF_17,LR00529,59,0.01694915254237288
VHL,LR-SCAF00041,1,1,VHL_SCAF_29,LR00545,59,0.01694915254237288
VHL,LR-SCAF00054,1,1,VHL_SCAF_19,LR00532,59,0.01694915254237288
VHL,LR-SCAF00057,1,1,VHL_SCAF_26,LR00541,59,0.01694915254237288
VHL,LR-SCAF00061,1,1,VHL_SCAF_27,LR00543,59,0.01694915254237288
VHL,LR-SCAF00063,1,1,VHL_SCAF_16,LR00528,59,0.01694915254237288
VHL,LR-SCAF00074,1,1,VHL_SCAF_23,LR00538,59,0.01694915254237288
VHL,LR-SCAF00102,1,1,VHL_SCAF_11,LR00511,59,0.01694915254237288
VHL,LR-SCAF00122,1,1,VHL_SCAF_15,LR00522,59,0.01694915254237288
VHL,LR-SCAF00128,1,1,VHL_SCAF_22,LR00535,59,0.01694915254237288
VHL,LR-SCAF00129,1,1,VHL_SCAF_5,LR00500,59,0.01694915254237288
VHL,LR-SCAF00165,1,1,VHL_SCAF_2,LR00496,59,0.01694915254237288
VHL,LR-SCAF00214,1,1,VHL_SCAF_1,LR00495,59,0.01694915254237288
VHL,LR-SCAF00260,1,1,VHL_SCAF_30,LR00546,59,0.01694915254237288
VHL,LR-SCAF00264,1,1,VHL_SCAF_21,LR00534,59,0.01694915254237288
VHL,LR-SCAF00265,1,1,VHL_SCAF_14,LR00521,59,0.01694915254237288
VHL,LR-SCAF00293,1,1,VHL_SCAF_31,LR00547,59,0.01694915254237288
VHL,LR-SCAF00307,1,1,VHL_SCAF_28,LR00544,59,0.01694915254237288
VHL,LR-SCAF00308,1,1,VHL_SCAF_20,LR00533,59,0.01694915254237288
VHL,LR-SCAF00311,1,1,VHL_SCAF_34,LR00553,59,0.01694915254237288
VHL,LR-SCAF00330,1,1,VHL_SCAF_12,LR00512,59,0.01694915254237288
VHL,LR-SCAF00344,1,1,VHL_SCAF_18,LR00531,59,0.01694915254237288
VHL,LR-SCAF00356,1,1,VHL_SCAF_10,LR00510,59,0.01694915254237288
VHL,LR-SCAF00362,1,1,VHL_SCAF_32,LR00550,59,0.01694915254237288
XIAP,LR-SCAF00053,4,1,XIAP_SCAF_5,LR00558;LR00559;LR00560;LR00561,37,0.10810810810810811
XIAP,LR-SCAF00124,4,1,XIAP_SCAF_21,LR00581;LR00582;LR00584;LR00586,37,0.10810810810810811
XIAP,LR-SCAF00231,3,1,XIAP_SCAF_10,LR00566;LR00568;LR00589,37,0.08108108108108109
XIAP,LR-SCAF00246,2,1,XIAP_SCAF_17,LR00576;LR00578,37,0.05405405405405406
XIAP,LR-SCAF00314,2,1,XIAP_SCAF_15,LR00573;LR00575,37,0.05405405405405406
XIAP,LR-SCAF00003,1,1,XIAP_SCAF_8,LR00564,37,0.02702702702702703
XIAP,LR-SCAF00013,1,1,XIAP_SCAF_24,LR00587,37,0.02702702702702703
XIAP,LR-SCAF00016,1,1,XIAP_SCAF_22,LR00583,37,0.02702702702702703
XIAP,LR-SCAF00026,1,1,XIAP_SCAF_18,LR00577,37,0.02702702702702703
XIAP,LR-SCAF00037,1,1,XIAP_SCAF_1511e832,LR00569,37,0.02702702702702703
XIAP,LR-SCAF00043,1,1,XIAP_SCAF_1bd1f33b,LR00588,37,0.02702702702702703
XIAP,LR-SCAF00047,1,1,XIAP_SCAF_4,LR00557,37,0.02702702702702703
XIAP,LR-SCAF00067,1,1,XIAP_SCAF_7,LR00563,37,0.02702702702702703
XIAP,LR-SCAF00096,1,1,XIAP_SCAF_20,LR00580,37,0.02702702702702703
XIAP,LR-SCAF00100,1,1,XIAP_SCAF_23,LR00585,37,0.02702702702702703
XIAP,LR-SCAF00111,1,1,XIAP_SCAF_12,LR00570,37,0.02702702702702703
XIAP,LR-SCAF00186,1,1,XIAP_SCAF_16,LR00574,37,0.02702702702702703
XIAP,LR-SCAF00219,1,1,XIAP_SCAF_14,LR00572,37,0.02702702702702703
XIAP,LR-SCAF00242,1,1,XIAP_SCAF_1,LR00554,37,0.02702702702702703
XIAP,LR-SCAF00255,1,1,XIAP_SCAF_6,LR00562,37,0.02702702702702703
XIAP,LR-SCAF00267,1,1,XIAP_SCAF_3,LR00556,37,0.02702702702702703
XIAP,LR-SCAF00304,1,1,XIAP_SCAF_13,LR00571,37,0.02702702702702703
XIAP,LR-SCAF00317,1,1,XIAP_SCAF_9,LR00565,37,0.02702702702702703
XIAP,LR-SCAF00350,1,1,XIAP_SCAF_11,LR00567,37,0.02702702702702703
XIAP,LR-SCAF00353,1,1,XIAP_SCAF_25,LR00590,37,0.02702702702702703
XIAP,LR-SCAF00358,1,1,XIAP_SCAF_2,LR00555,37,0.02702702702702703
XIAP,LR-SCAF00361,1,1,XIAP_SCAF_19,LR00579,37,0.02702702702702703
cIAP1,LR-SCAF00067,3,1,cIAP1_SCAF_6,LR00596;LR00598;LR00599,13,0.23076923076923078
cIAP1,LR-SCAF00005,1,1,cIAP1_SCAF_3,LR00593,13,0.07692307692307693
cIAP1,LR-SCAF00045,1,1,cIAP1_SCAF_7,LR00597,13,0.07692307692307693
cIAP1,LR-SCAF00053,1,1,cIAP1_SCAF_1,LR00591,13,0.07692307692307693
cIAP1,LR-SCAF00079,1,1,cIAP1_SCAF_5,LR00595,13,0.07692307692307693
cIAP1,LR-SCAF00100,1,1,cIAP1_SCAF_10,LR00602,13,0.07692307692307693
cIAP1,LR-SCAF00124,1,1,cIAP1_SCAF_9,LR00601,13,0.07692307692307693
cIAP1,LR-SCAF00136,1,1,cIAP1_SCAF_11,LR00603,13,0.07692307692307693
cIAP1,LR-SCAF00140,1,1,cIAP1_SCAF_2,LR00592,13,0.07692307692307693
cIAP1,LR-SCAF00231,1,1,cIAP1_SCAF_4,LR00594,13,0.07692307692307693
cIAP1,LR-SCAF00326,1,1,cIAP1_SCAF_8,LR00600,13,0.07692307692307693
