Ligase,Scaffold_ID,Recruiter_Count,Scaffold_Hash,Original_Scaffold_ID_Group,Scaffold_SMILES,Murcko_SMILES,Scaffold_Class,Scaffold_Center_of_Mass_X,Scaffold_Center_of_Mass_Y,Scaffold_Center_of_Mass_Z,Ligase_Scaffold_Connectivity,Total_Recruiters,Recruiter_Density_Score,Shannon_Diversity_Index,Normalized_Diversity
DCAF1,LR-SCAF00273,1,b613b9e0,DCAF1_SCAF_12,C1CCC(CNCC2CNCC2C2CCCCC2)CC1,C1CCC(CNCC2CNCC2C2CCCCC2)CC1,Polycyclic_Hetero,1.578983857244667e-15,-4.155112468087854e-15,0.1096618778955545,1,25,0.04,2.675181144602197,0.9442215674348866
DCAF1,LR-SCAF00316,1,d191821e,DCAF1_SCAF_1,C1CCC(N2CCC[C@@H](NC3CC(N4CCOCC4)NCN3)C2)CC1,C1CCC(N2CCC[C@@H](NC3CC(N4CCOCC4)NCN3)C2)CC1,Polycyclic_Hetero,-6.6756636061332005e-15,7.0588696178586555e-15,-0.1077277396096418,1,25,0.04,2.675181144602197,0.9442215674348866
DCAF1,LR-SCAF00328,1,dff42204,DCAF1_SCAF_2,C1CCC(CNC[C@@H]2CNN[C@@H]2C2CCCCC2)CC1,C1CCC(CNC[C@@H]2CNN[C@@H]2C2CCCCC2)CC1,Polycyclic_Hetero,-1.2953998460909374e-14,3.5024394286287955e-15,0.1004752394501606,1,25,0.04,2.675181144602197,0.9442215674348866
DCAF1,LR-SCAF00339,1,e41f6f1c,DCAF1_SCAF_8,C1CCC(C2(C3C[C@@H]4CC(N5CCNCC5)CCC4[C@@H]4NCCN34)CC2)CC1,C1CCC(C2(C3C[C@@H]4CC(N5CCNCC5)CCC4[C@@H]4NCCN34)CC2)CC1,Polycyclic_Hetero,3.1124309478920104e-14,9.424207446175256e-15,0.0245530438039982,1,25,0.04,2.675181144602197,0.9442215674348866
DCAF15,LR-SCAF00215,6,8fda97d5,DCAF15_SCAF_1,C1CCC(SNC2CCCC3CCNC32)CC1,C1CCC(SNC2CCCC3CCNC32)CC1,Polycyclic_Hetero,-1.838322775658399e-15,-0.1238203000044295,4.699083499576244e-16,1,9,0.6666666666666666,1.0027182645175161,0.7233083338141042
DCAF15,LR-SCAF00007,1,043dd9aa,DCAF15_SCAF_4,C1CCN(CC2CCC(SNC3CCCC4CCNC43)O2)CC1,C1CCN(CC2CCC(SNC3CCCC4CCNC43)O2)CC1,Polycyclic_Hetero,1.8715188129395497e-15,-1.3798486163198374e-15,0.2036053606242792,1,9,0.1111111111111111,1.0027182645175161,0.7233083338141042
DCAF15,LR-SCAF00174,1,7fdfa2c9,DCAF15_SCAF_3,C1COC(SNC2CCCC3CCNC32)C1,C1COC(SNC2CCCC3CCNC32)C1,Polycyclic_Hetero,1.7529837230923522e-16,7.829993963145842e-16,0.0436755179001008,1,9,0.1111111111111111,1.0027182645175161,0.7233083338141042
DCAF15,LR-SCAF00329,1,e142496b,DCAF15_SCAF_2,C1CCC(CNS[C@@H]2CCCS2)CC1,C1CCC(CNS[C@@H]2CCCS2)CC1,Bicyclic_Hetero,-2.766041364208962e-15,-1.2791355276574126e-15,0.1089768909400646,1,9,0.1111111111111111,1.0027182645175161,0.7233083338141042
DCAF16,LR-SCAF00006,1,032061a8,DCAF16_SCAF_1,C1CCC(C2NCC3NNCN3[C@@H]3SCC[C@H]23)CC1,C1CCC(C2NCC3NNCN3[C@@H]3SCC[C@H]23)CC1,Polycyclic_Hetero,-3.0592812234115426e-15,1.6628673746607902e-15,0.0297192042142431,1,1,1.0,-0.0,0.0
GID4,LR-SCAF00099,1,45d0eae5,GID4_SCAF_1,C1CCC2N[C@@H](CNCCN[C@H]3CC[C@@H](C4NC5CCCCC5N4)CC3)CC2C1,C1CCC2N[C@@H](CNCCN[C@H]3CC[C@@H](C4NC5CCCCC5N4)CC3)CC2C1,Polycyclic_Hetero,-3.8755785367725736e-14,5.071018680044634e-15,-0.0158449676840837,1,1,1.0,-0.0,0.0
HOIP(RNF31),LR-SCAF00175,1,80019507,HOIP(RNF31)_SCAF_1,C1CNC2CCCC2C1,C1CNC2CCCC2C1,Bicyclic_Hetero,1.1749860343949574e-15,-6.291263806209222e-16,-0.0780961142493684,1,3,0.3333333333333333,1.0986122886681096,0.9999999999999998
HOIP(RNF31),LR-SCAF00197,1,88207aea,HOIP(RNF31)_SCAF_2,C1CCC(CCCC2CCCCC2)CC1,C1CCC(CCCC2CCCCC2)CC1,Bicyclic,1.8589780877444483e-16,2.7626479915091106e-15,-0.1238203000044276,1,3,0.3333333333333333,1.0986122886681096,0.9999999999999998
HOIP(RNF31),LR-SCAF00272,1,b54cf8a8,HOIP(RNF31)_SCAF_3,C(CC1CCC(C2CNNC2)CC1)C[C@@H]1CCC[C@H](C2CNNC2)C1,C(CC1CCC(C2CNNC2)CC1)C[C@@H]1CCC[C@H](C2CNNC2)C1,Polycyclic_Hetero,-3.3033405071154665e-14,7.037105940700993e-15,-0.0249301085480626,1,3,0.3333333333333333,1.0986122886681096,0.9999999999999998
HUWE1,LR-SCAF00319,2,d442e4d3,HUWE1_SCAF_1,C1CCC2CNCC2C1,C1CCC2CNCC2C1,Bicyclic_Hetero,5.273559366969495e-16,-2.868076146948321e-16,-2.7755575615628914e-17,1,2,1.0,-0.0,0.0
KEAP1,LR-SCAF00131,5,5bb4cd96,KEAP1_SCAF_13,C1CCC(CC2CCC3NNNC3C2)CC1,C1CCC(CC2CCC3NNNC3C2)CC1,Polycyclic_Hetero,2.610378038386953e-14,0.030660133428525298,2.0227721936463217e-15,1,92,0.05434782608695652,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00080,4,392becf9,KEAP1_SCAF_3,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,C1CCC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)CC1,Polycyclic_Hetero,9.582319288595718e-15,3.039821915311696e-15,-0.0341253765114031,1,92,0.043478260869565216,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00056,3,2bb33eb6,KEAP1_SCAF_41,C1CCC2C(C1)CC1CCCCC12,C1CCC2C(C1)CC1CCCCC12,Polycyclic,5.695444116327052e-15,-1.7018132934611329e-15,-4.199815098867735e-15,1,92,0.03260869565217391,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00179,3,81c2d1e9,KEAP1_SCAF_55,C1CCC(CNCCC2CCC3CCCCC3C2)CC1,C1CCC(CNCCC2CCC3CCCCC3C2)CC1,Polycyclic_Hetero,-2.5967107252323663e-14,-9.810334363051385e-16,0.0103871757938619,1,92,0.03260869565217391,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00015,2,0b61e353,KEAP1_SCAF_1,C1CCC(CNCNC2NNC(C3CCCO3)O2)CC1,C1CCC(CNCNC2NNC(C3CCCO3)O2)CC1,Polycyclic_Hetero,-1.0917193075480704e-14,-3.1363800445660672e-15,-0.0728241762358897,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00017,2,0c0fa4cc,KEAP1_SCAF_22,C1CCC(CN2CC[C@@H]3CCC(CC4CC[C@@H]5NNN[C@H]5C4)CC3C2)CC1,C1CCC(CN2CC[C@@H]3CCC(CC4CC[C@@H]5NNN[C@H]5C4)CC3C2)CC1,Polycyclic_Hetero,-2.6104722248577593e-14,-4.093344021226664e-15,0.0105008216051732,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00023,2,0d78dc29,KEAP1_SCAF_29,C1CC([C@@H]2CCC[C@H](CN3CCCC3)C2)CC(N2NCCC2C2CC2)C1,C1CC([C@@H]2CCC[C@H](CN3CCCC3)C2)CC(N2NCCC2C2CC2)C1,Polycyclic_Hetero,1.6212570258108257e-14,0.0768612832852608,1.812811923790927e-15,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00069,2,335aedd3,KEAP1_SCAF_14,C1CCC(SNCC2CCCC(CC3CCC4NNNC4C3)C2)CC1,C1CCC(SNCC2CCCC(CC3CCC4NNNC4C3)C2)CC1,Polycyclic_Hetero,-5.3488078164163097e-14,7.486075251758199e-15,-0.0418717412165376,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00081,2,39972972,KEAP1_SCAF_43,C1CCC(C2CCCC(N3CCCN3)N2)CC1,C1CCC(C2CCCC(N3CCCN3)N2)CC1,Polycyclic_Hetero,1.7864497759877522e-14,-8.326672684688674e-15,-0.2134436980523092,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00091,2,414d9e31,KEAP1_SCAF_30,C1CCC(SNC2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,C1CCC(SNC2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,1.5422007105702174e-14,2.0468475399452887e-15,0.1034749621981077,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00119,2,54426dda,KEAP1_SCAF_67,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCOC5C4)CC3C2)CC1,C1CCC(NCCOC2CCC3CCC(CC4CCC5OCOC5C4)CC3C2)CC1,Polycyclic_Hetero,-5.376440033918092e-15,6.643574579356937e-15,0.0732998868512334,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00157,2,73e3831c,KEAP1_SCAF_4,C1CCC(NCCSC2NCC(SC3CCCCC3)CN2)CC1,C1CCC(NCCSC2NCC(SC3CCCCC3)CN2)CC1,Polycyclic_Hetero,-1.1485065771984378e-15,-9.570888143320316e-16,-0.0455605782639492,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00231,2,9970801b,KEAP1_SCAF_12,C1CCCCC1,C1CCCCC1,Monocyclic,2.837236618486511e-16,-1.1719020815487765e-15,-1.6749718895820504e-16,6,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00321,2,d6c24203,KEAP1_SCAF_15,C1CC(CC2CCC3NNNC3C2)CC(CN2CCOC3CCCCC3S2)C1,C1CC(CC2CCC3NNNC3C2)CC(CN2CCOC3CCCCC3S2)C1,Polycyclic_Hetero,1.760160644688072e-13,4.3675847252569945e-13,-0.0603883636252103,1,92,0.021739130434782608,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00002,1,009a993d,KEAP1_SCAF_48,C1CC[C@@H]2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C1,C1CC[C@@H]2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C1,Polycyclic_Hetero,-2.1515356546184072e-14,-7.159024331203595e-15,0.0799324255506831,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00012,1,086ab553,KEAP1_SCAF_11,C1CNCC(C2NNC3C2CC[C@H]2CCCCC32)C1,C1CNCC(C2NNC3C2CC[C@H]2CCCCC32)C1,Polycyclic_Hetero,-5.652885567049755e-15,1.7300975467075357e-15,0.1589317771068481,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00030,1,0fbb2ced,KEAP1_SCAF_65,C1CCCC(NCCOC2CCC3CCCCC3C2)CC1,C1CCCC(NCCOC2CCC3CCCCC3C2)CC1,Polycyclic_Hetero,-7.66053886991358e-15,-8.326672684688674e-16,0.203605360624285,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00036,1,14f6f8f5,KEAP1_SCAF_10,C1CC[C@@H]2CCC3CNCNC3C2C1,C1CC[C@@H]2CCC3CNCNC3C2C1,Polycyclic_Hetero,-2.7092525753699998e-15,-2.0600805012489018e-15,0.0218589756220494,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00042,1,1abbb07f,KEAP1_SCAF_47,C1CCN(CC2CCCC(C3CCCC(N4NCCC4[C@@H]4C[C@H]4C4CNNN4)C3)C2)CC1,C1CCN(CC2CCCC(C3CCCC(N4NCCC4[C@@H]4C[C@H]4C4CNNN4)C3)C2)CC1,Polycyclic_Hetero,-2.6023627697213673e-14,-2.447070324151923e-14,-0.0146603000137531,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00046,1,1fad0399,KEAP1_SCAF_23,C1CCC(CN2CCC3CCC(CC4CCC5NNNC5C4)CC3C2)CC1,C1CCC(CN2CCC3CCC(CC4CCC5NNNC5C4)CC3C2)CC1,Polycyclic_Hetero,-2.7675124671815497e-15,-5.136038534888434e-15,0.0105008216051767,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00049,1,24459e25,KEAP1_SCAF_32,C1CCC(SNC2CCCC(N3NCCC3C3CC3)C2)CC1,C1CCC(SNC2CCCC(N3NCCC3C3CC3)C2)CC1,Polycyclic_Hetero,1.5260520120302153e-14,1.623953496928979e-15,0.0103871757938654,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00052,1,2791a328,KEAP1_SCAF_50,C1CC2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C(C2CCCC3NONC32)C1,C1CC2COC[C@@H](NC[C@@H]3CCCN3)CNCCSCC2C(C2CCCC3NONC32)C1,Polycyclic_Hetero,8.604949364886928e-15,3.806478941571965e-16,-0.164022482503802,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00055,1,2b3918c7,KEAP1_SCAF_64,C1CCC(NCCOC2CCCC(N3CCCCC3)C2)CC1,C1CCC(NCCOC2CCCC(N3CCCCC3)C2)CC1,Polycyclic_Hetero,2.6094069433948508e-14,8.70185149990683e-15,0.0799324255506698,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00059,1,2d9e0be4,KEAP1_SCAF_71,C1CC(N2[C@@H]3CC[C@H]2COC3)C[C@@H]([C@H]2CCCC3CN(CC4CCC(N5CC6(CCC6)C5)CC4)COC32)C1,C1CC(N2[C@@H]3CC[C@H]2COC3)C[C@@H]([C@H]2CCCC3CN(CC4CCC(N5CC6(CCC6)C5)CC4)COC32)C1,Polycyclic_Hetero,-2.316426620411456e-14,-1.1995183818745778e-14,0.0899605298932241,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00065,1,327c8c7c,KEAP1_SCAF_19,C1CCC(COC2C[C@@H](NSC3CCCCC3)CC[C@H]2NSC2CCCCC2)CC1,C1CCC(COC2C[C@@H](NSC3CCCCC3)CC[C@H]2NSC2CCCCC2)CC1,Polycyclic_Hetero,-1.4299964721125865e-14,1.3988810110276972e-14,-0.0308546984585968,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00077,1,373a41fe,KEAP1_SCAF_27,C1CCC(N2NCC[C@H]2C2CC2)CC1,C1CCC(N2NCC[C@H]2C2CC2)CC1,Polycyclic_Hetero,9.276530161312421e-15,7.7222179268372e-15,-0.1965565855582629,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00084,1,3dcd0ae8,KEAP1_SCAF_42,C1CCC(CNCC2CCCC3CC4CCCCC4C23)CC1,C1CCC(CNCC2CCCC3CC4CCCCC4C23)CC1,Polycyclic_Hetero,8.881784197001252e-16,-2.3606352277834895e-15,-0.0188688488726617,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00085,1,3e761c10,KEAP1_SCAF_24,C1CCC(SNC2NC[C@H](NSC3CCCCC3)C3CCCC[C@H]23)CC1,C1CCC(SNC2NC[C@H](NSC3CCCCC3)C3CCCC[C@H]23)CC1,Polycyclic_Hetero,4.331577831460611e-15,9.231931458613802e-16,-0.0030248272045922,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00118,1,5429c8b4,KEAP1_SCAF_5,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,C1CCC(SN[C@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,Polycyclic_Hetero,5.0868400401007175e-15,-0.0445554146506683,-9.261951475130472e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00123,1,561ef090,KEAP1_SCAF_37,C1CCC(SN[C@H]2CCCC(N3NCCC3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,C1CCC(SN[C@H]2CCCC(N3NCCC3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,Polycyclic_Hetero,1.999026922085634e-14,1.4986447138038734e-14,-0.0849867913430353,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00125,1,56acc5a7,KEAP1_SCAF_7,C1CCC(SNC2CCC(NSC3CCCCC3)C3CCCCC23)CC1,C1CCC(SNC2CCC(NSC3CCCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,1.3887880744401958e-14,-0.0445554146506597,-4.810966440042345e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00130,1,5b1cfc5b,KEAP1_SCAF_36,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@@H](N3NCC[C@@H]3[C@H]3C[C@@H]3C3CCCCC3)C2)CC1,Polycyclic_Hetero,7.978594311052674e-14,8.006115332508171e-16,-0.0849867913430425,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00141,1,62e8bf8e,KEAP1_SCAF_52,C1CCC([C@H]2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,C1CCC([C@H]2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,Polycyclic_Hetero,9.817972261009491e-15,-7.921591310838956e-16,2.0338460645371323e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00158,1,7484f9ab,KEAP1_SCAF_31,C1CCC(SN[C@H]2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,C1CCC(SN[C@H]2CCC[C@H](N3NCC[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,-1.6180995937082282e-14,-1.8795066513245152e-14,0.1034749621981273,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00160,1,76042db5,KEAP1_SCAF_28,C1CCC(SN[C@@H]2CCCC(N3NCCC3C3CC3)C2)CC1,C1CCC(SN[C@@H]2CCCC(N3NCCC3C3CC3)C2)CC1,Polycyclic_Hetero,-7.266914343001025e-16,-3.4154497412104818e-15,0.1034749621981096,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00168,1,79dc462f,KEAP1_SCAF_17,C1CC2C[C@@H]3CCO[C@H]3CC[C@@H]2C1,C1CC2C[C@@H]3CCO[C@H]3CC[C@@H]2C1,Polycyclic_Hetero,-3.2297397080004553e-15,-3.364312195833808e-17,-2.1127880589836313e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00170,1,7a9485f4,KEAP1_SCAF_45,C1CCC(C2CCCC(N3NCCC3[C@@H]3C[C@H]3C3CNNN3)C2)CC1,C1CCC(C2CCCC(N3NCCC3[C@@H]3C[C@H]3C3CNNN3)C2)CC1,Polycyclic_Hetero,-6.260225313047657e-15,2.6158287006006915e-14,-0.0409022665122365,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00171,1,7d421122,KEAP1_SCAF_56,C1CCC(CCNCC2CCCCC2)CC1,C1CCC(CCNCC2CCCCC2)CC1,Bicyclic_Hetero,9.829174511348052e-15,-3.8857805861880485e-14,0.0209080126538243,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00176,1,8097b959,KEAP1_SCAF_63,C1CCC(NCCOC2CCCCC2)CC1,C1CCC(NCCOC2CCCCC2)CC1,Bicyclic_Hetero,-3.5010753985853773e-15,-2.022929627427466e-15,0.173058767357741,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00182,1,8210da1c,KEAP1_SCAF_60,C1CCC(S[C@@H]2NCS[C@@H]2N2CCNCC2)CC1,C1CCC(S[C@@H]2NCS[C@@H]2N2CCNCC2)CC1,Polycyclic_Hetero,-1.7329806840195468e-14,6.015859645061895e-15,-0.1238203000044309,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00185,1,830437f4,KEAP1_SCAF_21,C1CC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)C1,C1CC(CN2CCC3CCCCC3[C@H]2CN2CC3CCCCC3C2)C1,Polycyclic_Hetero,1.0972419554141548e-14,-1.5433808077712177e-14,-2.3434245996703304e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00189,1,85047334,KEAP1_SCAF_46,C1CCN(CC2CCCC(C3CCCC(N4NCCC4C4CC4)C3)C2)CC1,C1CCN(CC2CCCC(C3CCCC(N4NCCC4C4CC4)C3)C2)CC1,Polycyclic_Hetero,-1.6469365553868038e-14,8.437694987151189e-16,0.0245530438039845,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00190,1,8540716d,KEAP1_SCAF_70,C1CCC(SNC2CC(CCN3CCCC3)C(NSC3CCCCC3)C3CCCCC23)CC1,C1CCC(SNC2CC(CCN3CCCC3)C(NSC3CCCCC3)C3CCCCC23)CC1,Polycyclic_Hetero,6.052301517099424e-14,-4.7076099632260506e-14,-8.387999289858446e-14,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00200,1,89c06b8f,KEAP1_SCAF_66,C1CCCC(NCCOC2CCC3CC[C@@H](CC4CCC5OCOC5C4)CC3C2)CC1,C1CCCC(NCCOC2CCC3CC[C@@H](CC4CCC5OCOC5C4)CC3C2)CC1,Polycyclic_Hetero,3.459341075703821e-14,-1.2514206195518432e-14,0.0111967000665196,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00204,1,8a78dae3,KEAP1_SCAF_44,C1CCC(C2CCCC(N3NCCC3C3CC3)C2)CC1,C1CCC(C2CCCC(N3NCCC3C3CC3)C2)CC1,Polycyclic_Hetero,-5.465713352000771e-15,8.58714808661996e-15,-6.622907350744684e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00210,1,8d6062d9,KEAP1_SCAF_26,C1CCC2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,C1CCC2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,Polycyclic_Hetero,2.2246572400333743e-14,9.586201564349628e-15,-7.492091238591142e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00213,1,8ed40683,KEAP1_SCAF_34,C1CCC(SNC2CCCC(N3NCC[C@H]3C3CC3)C2)CC1,C1CCC(SNC2CCCC(N3NCC[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,1.1110304595521567e-14,5.10702591327572e-15,0.1034749621981114,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00216,1,90a9b679,KEAP1_SCAF_16,C1CC2OCNC2CO1,C1CC2OCNC2CO1,Bicyclic_Hetero,-9.18709552877317e-16,1.1990408665951693e-15,1.6320278461989802e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00219,1,927a5aa0,KEAP1_SCAF_40,C1CCNCC1,C1CCNCC1,Monocyclic_Hetero,7.967482882604065e-16,1.8286026287943753e-15,2.938825653419532e-16,3,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00229,1,972d2b1e,KEAP1_SCAF_18,C1CCC([C@H]2CCNO2)CC1,C1CCC([C@H]2CCNO2)CC1,Bicyclic_Hetero,-1.5543122344752194e-15,3.2830880871058202e-15,-6.344131569286607e-17,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00230,1,980b70ea,KEAP1_SCAF_58,C1CC(C2NCNCN2)C[C@@H]([C@@H]2COCCN2)C1,C1CC(C2NCNCN2)C[C@@H]([C@@H]2COCCN2)C1,Polycyclic_Hetero,-2.8073503118135213e-14,-0.2134436980523104,1.0193865953376437e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00240,1,9e188fdd,KEAP1_SCAF_51,C1CCC(C2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,C1CCC(C2CCCC3COC[C@@H](NC[C@@H]4CCCN4)CNCCSCC32)CC1,Polycyclic_Hetero,-1.892780226847429e-14,-5.707146467127156e-15,-9.358880037313143e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00248,1,a4758722,KEAP1_SCAF_25,C1CCC(SN[C@@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,C1CCC(SN[C@@H]2CC[C@@H](NSC3CCCCC3)C3CCCCC32)CC1,Polycyclic_Hetero,6.284535181817553e-15,-0.0445554146506537,1.4062824978585317e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00261,1,ade4826c,KEAP1_SCAF_38,C1CCC(CC2CCCC2)CC1,C1CCC(CC2CCCC2)CC1,Bicyclic,-1.0289155148805497e-13,-1.1102230246251563e-16,-0.0124213411588238,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00263,1,ae7065f9,KEAP1_SCAF_54,C1CC2CC3CC[C@@H]4[C@H](C3)NNN4CCOCCO[C@@H]3CCC4OSN(CC(C1)C2)C[C@@H]4C3,C1CC2CC3CC[C@@H]4[C@H](C3)NNN4CCOCCO[C@@H]3CCC4OSN(CC(C1)C2)C[C@@H]4C3,Polycyclic_Hetero,3.3623897317219026e-15,2.8756218185875485e-14,2.367514553811048e-14,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00268,1,b378c02e,KEAP1_SCAF_33,C1CCC(SNC2CCC[C@H](N3NC[C@H](C4NNNN4)[C@H]3C3CC3)C2)CC1,C1CCC(SNC2CCC[C@H](N3NC[C@H](C4NNNN4)[C@H]3C3CC3)C2)CC1,Polycyclic_Hetero,9.076073226310656e-15,-0.0892737224307091,8.174017018802715e-15,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00276,1,b7bf4532,KEAP1_SCAF_49,C1CC[C@H]2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,C1CC[C@H]2CSCCNC[C@H](NC[C@@H]3CCCN3)COCC2C1,Polycyclic_Hetero,3.767101573210876e-15,5.7272194649628755e-15,0.094364203841415,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
KEAP1,LR-SCAF00279,1,b91bbdb2,KEAP1_SCAF_6,C1CCC2CN(C[C@@H]3C4CCCCC4CCN3C[C@@H]3CCCC[C@@H]3C3NNNN3)CC2C1,C1CCC2CN(C[C@@H]3C4CCCCC4CCN3C[C@@H]3CCCC[C@@H]3C3NNNN3)CC2C1,Polycyclic_Hetero,2.9559688030644793e-15,-6.1728400169158705e-15,6.744604874597826e-16,1,92,0.010869565217391304,4.15171266020276,0.9739677339046213
